educ_tier,alpha_wage,se_alpha,first_stage_f,n_obs
no_hs,1.2693214938581454,0.1884985991932314,663.8816353838897,6340
hs_some_college,-0.4037605079476484,0.12907838097637567,412.28397241399955,10749
bachelors,-1.5657433878751088,0.1838104255770096,406.9397455202289,10729
graduate,-1.1903834932358004,0.4726004079144766,72.22634895836318,7233
pooled,-0.30027944483704855,0.16147831117224137,1405.809715825523,35051
