met2013,occ_group,occ_group_code,dominant_statefip,state_abbr,total_emp,stock_gap_pct,tightness_index,tightness_category,supply_elasticity,beta_iv,wage_pressure_pct,current_mean_wage,projected_wage_change_dollar
19380,Architecture and Engineering,1300,39,OH,12391.2,-0.0398024188078687,-3.98024188078687,Loose,0.4401299513914174,2.2720562343885513,-9.043333379616222,86586.09224929234,-7830.268982485548
19460,Architecture and Engineering,1300,1,AL,2545.0,-0.1028897155677227,-10.28897155677227,Very Loose,0.4401299513914174,2.2720562343885513,-23.37712197101091,103745.80583604993,-24252.783570101547
19660,Architecture and Engineering,1300,12,FL,3706.999999999999,-0.1855586092160209,-18.55586092160209,Very Loose,0.4401299513914174,2.2720562343885513,-42.159959491372916,76449.70997044983,-32231.166754813727
19740,Architecture and Engineering,1300,8,CO,54985.8,-0.0540608862207226,-5.40608862207226,Loose,0.4401299513914174,2.2720562343885513,-12.28293735743629,102009.23289753275,-12529.730175605242
19780,Architecture and Engineering,1300,19,IA,5474.6,-0.0130223306708864,-1.3022330670886402,Balanced,0.4401299513914174,2.2720562343885513,-2.9587467587056695,82221.37507763124,-2432.722270072645
19820,Architecture and Engineering,1300,26,MI,87849.8,-0.0092236592576661,-0.92236592576661,Balanced,0.4401299513914174,2.2720562343885513,-2.095667252025594,96262.20410420194,-2017.3354874897973
20100,Architecture and Engineering,1300,10,DE,809.2,-0.1648767319821305,-16.48767319821305,Very Loose,0.4401299513914174,2.2720562343885513,-37.46092068056098,76186.07784431138,-28540.006190887932
20700,Architecture and Engineering,1300,42,PA,2035.2,-0.0374588989387956,-3.74588989387956,Loose,0.4401299513914174,2.2720562343885513,-8.510872486722123,87427.9808745891,-7440.883969952084
20740,Architecture and Engineering,1300,55,WI,997.2,0.2651625967032048,26.51625967032048,Very Tight,0.4401299513914174,2.2720562343885513,60.24643309661736,67639.44690265486,40750.35412512998
21140,Architecture and Engineering,1300,18,IN,1625.4,-0.1136552564440387,-11.36552564440387,Very Loose,0.4401299513914174,2.2720562343885513,-25.82311339747077,71110.52048726469,-18362.950342958044
21340,Architecture and Engineering,1300,48,TX,6036.000000000001,-0.1245615429844073,-12.45615429844073,Very Loose,0.4401299513914174,2.2720562343885513,-28.30108303027801,65334.61294097977,-18490.403055937448
21500,Architecture and Engineering,1300,42,PA,2302.7999999999997,-0.0237402673561271,-2.37402673561271,Loose,0.4401299513914174,2.2720562343885513,-5.393922245253959,74429.47002141328,-4014.6677405096375
21660,Architecture and Engineering,1300,41,OR,2388.6000000000004,-0.1491230892780328,-14.91230892780328,Very Loose,0.4401299513914174,2.2720562343885513,-33.8816044685435,73344.31104024014,-24850.22936683245
22180,Architecture and Engineering,1300,37,NC,2138.6,-0.1055342885895899,-10.55342885895899,Very Loose,0.4401299513914174,2.2720562343885513,-23.977983833173827,56015.56159596156,-13431.40230354119
22220,Architecture and Engineering,1300,5,AR,4302.4,-0.1836745024563761,-18.36745024563761,Very Loose,0.4401299513914174,2.2720562343885513,-41.73187984042246,75610.77886942904,-31553.79938419766
22380,Architecture and Engineering,1300,4,AZ,1990.2,-0.0943841497893817,-9.43841497893817,Loose,0.4401299513914174,2.2720562343885513,-21.444609595642756,95088.2370789926,-20391.30121296918
22500,Architecture and Engineering,1300,45,SC,1033.4,0.2966767650063667,29.66767650063667,Very Tight,0.4401299513914174,2.2720562343885513,67.40662935309426,83223.18560092896,56097.9442538559
22660,Architecture and Engineering,1300,8,CO,6473.0,-0.0805649625411518,-8.05649625411518,Loose,0.4401299513914174,2.2720562343885513,-18.304812541490403,95484.95095101408,-17478.341276917185
23060,Architecture and Engineering,1300,18,IN,4733.4,-0.0834506945373378,-8.34506945373378,Loose,0.4401299513914174,2.2720562343885513,-18.960467078761297,79481.53157070797,-15070.069627159352
23420,Architecture and Engineering,1300,6,CA,5099.0,-0.2048053320010048,-20.480533200100478,Very Loose,0.4401299513914174,2.2720562343885513,-46.53292314089,93377.10332249624,-43451.095720246616
23540,Architecture and Engineering,1300,12,FL,1918.0,-0.1173661868814642,-11.73661868814642,Very Loose,0.4401299513914174,2.2720562343885513,-26.666257661044252,65576.4508342953,-17486.78534444119
23580,Architecture and Engineering,1300,13,GA,1100.0,-0.1846705879386991,-18.46705879386991,Very Loose,0.4401299513914174,2.2720562343885513,-41.95819606343205,73857.02236890356,-30989.07425215742
24020,Architecture and Engineering,1300,36,NY,935.2,-0.1075808221387016,-10.75808221387016,Very Loose,0.4401299513914174,2.2720562343885513,-24.442967764088287,82842.6005132592,-20249.19013838838
24140,Architecture and Engineering,1300,37,NC,881.1999999999999,-0.0758598475642786,-7.585984756427861,Loose,0.4401299513914174,2.2720562343885513,-17.235783959818438,62833.81752156151,-10829.901041722886
24300,Architecture and Engineering,1300,8,CO,1448.8,-0.0841150055696608,-8.41150055696608,Loose,0.4401299513914174,2.2720562343885513,-19.111402281017554,63993.00312233891,-12229.960258414312
24340,Architecture and Engineering,1300,26,MI,14590.2,-0.0548314518999939,-5.48314518999939,Loose,0.4401299513914174,2.2720562343885513,-12.458014212995712,80480.20568410812,-10026.235462774373
24660,Architecture and Engineering,1300,37,NC,6896.4,-0.0936581744932458,-9.365817449324581,Loose,0.4401299513914174,2.2720562343885513,-21.279663925882993,81990.50831548998,-17447.304620659415
24780,Architecture and Engineering,1300,37,NC,1592.0,-0.0716424188381609,-7.16424188381609,Loose,0.4401299513914174,2.2720562343885513,-16.277560436791926,65943.45477386935,-10733.985704925135
24860,Architecture and Engineering,1300,45,SC,14367.8,-0.0810677472896062,-8.10677472896062,Loose,0.4401299513914174,2.2720562343885513,-18.419048063718535,86837.02110914355,-15994.55265519456
25060,Architecture and Engineering,1300,28,MS,2860.3999999999996,-0.1061094879470646,-10.61094879470646,Very Loose,0.4401299513914174,2.2720562343885513,-24.108672361790497,73384.17644095847,-17691.950663548927
25420,Architecture and Engineering,1300,42,PA,4914.4,-0.12866756662513,-12.866756662512998,Very Loose,0.4401299513914174,2.2720562343885513,-29.233994691423085,80984.42943187368,-23674.98380099323
25500,Architecture and Engineering,1300,51,VA,1114.2,-0.0552818250024569,-5.52818250024569,Loose,0.4401299513914174,2.2720562343885513,-12.56034151452091,65923.94133822182,-8280.272171913088
25540,Architecture and Engineering,1300,9,CT,18078.800000000003,0.0016999692104948,0.16999692104948,Balanced,0.4401299513914174,2.2720562343885513,0.3862425642973294,93435.80756705946,360.88885911892856
25860,Architecture and Engineering,1300,37,NC,2821.2,-0.1227778968709915,-12.27778968709915,Very Loose,0.4401299513914174,2.2720562343885513,-27.895828603085082,71400.43006050005,-19917.74159154273
25940,Architecture and Engineering,1300,45,SC,879.2,0.2372550693733921,23.725506937339212,Very Tight,0.4401299513914174,2.2720562343885513,53.90568595101038,66723.9763421292,35968.017141014636
26380,Architecture and Engineering,1300,22,LA,1224.4000000000003,0.2599791965804398,25.997919658043976,Very Tight,0.4401299513914174,2.2720562343885513,59.06873544019149,82459.49325435997,48707.77991574044
26420,Architecture and Engineering,1300,48,TX,101451.2,-0.069825854761365,-6.9825854761365,Loose,0.4401299513914174,2.2720562343885513,-15.864826863206886,111740.8579423875,-17727.493648021737
26620,Architecture and Engineering,1300,1,AL,16574.4,-0.0654008571457748,-6.54008571457748,Loose,0.4401299513914174,2.2720562343885513,-14.859442521241267,102500.88052782614,-15231.059425798509
26900,Architecture and Engineering,1300,18,IN,23342.0,-0.1164528973886276,-11.64528973886276,Very Loose,0.4401299513914174,2.2720562343885513,-26.458753152444157,92013.96878998076,-24345.74886790802
26980,Architecture and Engineering,1300,19,IA,1609.8,-0.0733035744195197,-7.3303574419519695,Loose,0.4401299513914174,2.2720562343885513,-16.654984326283486,71542.17915268977,-11915.338724562134
27060,Architecture and Engineering,1300,36,NY,1226.6,0.0162775442847914,1.62775442847914,Balanced,0.4401299513914174,2.2720562343885513,3.6983495972796034,81966.73732268056,3031.416499676587
27100,Architecture and Engineering,1300,26,MI,1620.4,-0.0725015680739537,-7.250156807395371,Loose,0.4401299513914174,2.2720562343885513,-16.472763974537248,77998.72870896074,-12848.546483366727
27140,Architecture and Engineering,1300,28,MS,4268.0,-0.0666656627056903,-6.66656627056903,Loose,0.4401299513914174,2.2720562343885513,-15.146813457010799,81790.28123206427,-12388.62132418529
27260,Architecture and Engineering,1300,12,FL,13098.2,-0.1511142700149342,-15.11142700149342,Very Loose,0.4401299513914174,2.2720562343885513,-34.334011929250615,83546.08482115278,-28684.72272891643
27500,Architecture and Engineering,1300,55,WI,1376.4,-0.1347714322870833,-13.47714322870833,Very Loose,0.4401299513914174,2.2720562343885513,-30.620827294534212,82650.26439482962,-25308.19471881668
27620,Architecture and Engineering,1300,29,MO,579.4,0.2781306576366427,27.81306576366427,Very Tight,0.4401299513914174,2.2720562343885513,63.19284946579218,70454.15224913495,44521.98637319588
27780,Architecture and Engineering,1300,42,PA,1063.1999999999998,-0.0550553030256264,-5.50553030256264,Loose,0.4401299513914174,2.2720562343885513,-12.508874447552534,73304.21369450715,-9169.53205581151
27900,Architecture and Engineering,1300,29,MO,888.8,-0.1296392460137977,-12.96392460137977,Very Loose,0.4401299513914174,2.2720562343885513,-29.45476571270802,75700.92718227046,-22297.530743885465
28020,Architecture and Engineering,1300,26,MI,4740.800000000001,-0.0406673621424421,-4.06673621424421,Loose,0.4401299513914174,2.2720562343885513,-9.239853369187252,80686.16622668823,-7455.283448564678
28140,Architecture and Engineering,1300,29,MO,24985.199999999997,-0.090038229582862,-9.0038229582862,Loose,0.4401299513914174,2.2720562343885513,-20.45719208570493,85740.82971084493,-17540.16622982471
28940,Architecture and Engineering,1300,47,TN,9182.2,-0.0971268479286619,-9.71268479286619,Loose,0.4401299513914174,2.2720562343885513,-22.067766036282503,92298.37364085668,-20368.189150358092
29100,Architecture and Engineering,1300,55,WI,976.0,-0.0898195849684024,-8.981958496840239,Loose,0.4401299513914174,2.2720562343885513,-20.407514799765085,74648.374679213,-15233.878110444486
29180,Architecture and Engineering,1300,22,LA,4540.4,-0.0109486894565891,-1.09486894565891,Balanced,0.4401299513914174,2.2720562343885513,-2.4876038138227465,89584.65278698668,-2228.511239328946
29200,Architecture and Engineering,1300,18,IN,2614.6,0.0649387721314075,6.49387721314075,Tight,0.4401299513914174,2.2720562343885513,14.754454207470191,71656.08313410966,10572.463972888982
29420,Architecture and Engineering,1300,4,AZ,857.2,-0.1488461503053706,-14.88461503053706,Very Loose,0.4401299513914174,2.2720562343885513,-33.81868237660526,88482.3611759216,-29923.56868540561
29460,Architecture and Engineering,1300,12,FL,4046.4,-0.2601639282718633,-26.01639282718633,Very Loose,0.4401299513914174,2.2720562343885513,-59.11070751931029,71967.08284296168,-42540.25184948282
29540,Architecture and Engineering,1300,42,PA,5086.8,-0.1121177591105754,-11.21177591105754,Very Loose,0.4401299513914174,2.2720562343885513,-25.473785357285664,84733.45350818112,-21584.818072489496
29620,Architecture and Engineering,1300,26,MI,5107.0,-0.0668634303606975,-6.68634303606975,Loose,0.4401299513914174,2.2720562343885513,-15.191747380362749,75969.4239826108,-11541.082977754946
29700,Architecture and Engineering,1300,48,TX,747.0,-0.2497242591932154,-24.972425919321537,Very Loose,0.4401299513914174,2.2720562343885513,-56.73875599780075,55328.49710982659,-31392.70097239475
29740,Architecture and Engineering,1300,35,NM,2851.2,-0.08699769659083,-8.699769659083,Loose,0.4401299513914174,2.2720562343885513,-19.76636589166389,72375.75757575758,-14306.057059287892
29820,Architecture and Engineering,1300,32,NV,13349.2,-0.1781092744698097,-17.81092744698097,Very Loose,0.4401299513914174,2.2720562343885513,-40.46742874615528,85466.0263305407,-34585.903307481865
29940,Architecture and Engineering,1300,20,KS,1237.2,-0.0351533112975819,-3.51533112975819,Loose,0.4401299513914174,2.2720562343885513,-7.9870300093072455,78266.19786614936,-6251.144710713137
30140,Architecture and Engineering,1300,42,PA,828.3999999999999,-0.1468421891570186,-14.68421891570186,Very Loose,0.4401299513914174,2.2720562343885513,-33.3633711345467,74714.25804889858,-24927.19520327697
30340,Architecture and Engineering,1300,23,ME,858.5999999999999,-0.1468371361482392,-14.68371361482392,Very Loose,0.4401299513914174,2.2720562343885513,-33.36222306253674,80591.4511996273,-26887.099718555106
30620,Architecture and Engineering,1300,39,OH,967.2,-0.0061536147945866,-0.6153614794586599,Balanced,0.4401299513914174,2.2720562343885513,-1.3981358858066109,83428.32914572864,-1166.441408715288
30700,Architecture and Engineering,1300,31,NE,2748.2,-0.1074167727088262,-10.74167727088262,Very Loose,0.4401299513914174,2.2720562343885513,-24.40569481109866,73551.41547194528,-17950.733989326163
30780,Architecture and Engineering,1300,5,AR,5059.6,-0.1153393582285813,-11.53393582285813,Very Loose,0.4401299513914174,2.2720562343885513,-26.20575079336226,79135.6969598965,-20738.103533900827
31080,Architecture and Engineering,1300,6,CA,134919.8,-0.0627778719734941,-6.277787197349411,Loose,0.4401299513914174,2.2720562343885513,-14.263485539902359,107896.15819217604,-15389.752921851205
31140,Architecture and Engineering,1300,21,KY,12868.4,-0.0914931069628516,-9.14931069628516,Loose,0.4401299513914174,2.2720562343885513,-20.787748407852554,81913.20054123792,-17027.910041332256
31180,Architecture and Engineering,1300,48,TX,2234.0,-0.1542130023003776,-15.42130023003776,Very Loose,0.4401299513914174,2.2720562343885513,-35.03806133003489,79919.8918918919,-28002.380735978666
31340,Architecture and Engineering,1300,51,VA,2000.8,-0.0910999716238832,-9.10999716238832,Loose,0.4401299513914174,2.2720562343885513,-20.698425848066393,76142.35424652006,-15760.268732687986
31700,Architecture and Engineering,1300,33,NH,4568.8,0.2838979914081702,28.38979914081702,Very Tight,0.4401299513914174,2.2720562343885513,64.50322013093205,96457.8302012528,62218.40654823475
31900,Architecture and Engineering,1300,39,OH,855.6000000000001,-0.1547886622668236,-15.478866226682362,Very Loose,0.4401299513914174,2.2720562343885513,-35.16885451160005,79111.88021600393,-27822.742054557726
32580,Architecture and Engineering,1300,48,TX,2696.2,-0.2156187550853072,-21.56187550853072,Very Loose,0.4401299513914174,2.2720562343885513,-48.989793674267034,79764.53772418058,-39076.482456308964
32780,Architecture and Engineering,1300,41,OR,1177.8,-0.1473221286952481,-14.73221286952481,Very Loose,0.4401299513914174,2.2720562343885513,-33.47241609654309,82191.22707506144,-27511.38952141915
32820,Architecture and Engineering,1300,47,TN,7148.6,-0.1004909872166452,-10.049098721664521,Very Loose,0.4401299513914174,2.2720562343885513,-22.832117400543897,86078.76512902489,-19653.604711197404
32900,Architecture and Engineering,1300,6,CA,748.6,-0.2662015915742318,-26.620159157423178,Very Loose,0.4401299513914174,2.2720562343885513,-60.482498574038814,98886.3211327812,-59808.917769053834
33100,Architecture and Engineering,1300,12,FL,38346.2,-0.1445825734974263,-14.45825734974263,Very Loose,0.4401299513914174,2.2720562343885513,-32.84997374987683,82899.2891010444,-27232.39470852759
33140,Architecture and Engineering,1300,18,IN,1282.2,-0.0968541297876716,-9.685412978767161,Loose,0.4401299513914174,2.2720562343885513,-22.005802941035718,75637.76321946653,-16644.697123083
33260,Architecture and Engineering,1300,48,TX,3885.6,-0.0621937710004553,-6.21937710004553,Loose,0.4401299513914174,2.2720562343885513,-14.130774514171835,140210.5529209443,-19812.83707833221
33340,Architecture and Engineering,1300,55,WI,21313.6,-0.0286535087490579,-2.86535087490579,Loose,0.4401299513914174,2.2720562343885513,-6.51023831904039,83995.9625473139,-5468.337340202044
33460,Architecture and Engineering,1300,27,MN,55075.8,-0.0340509666325074,-3.4050966632507405,Loose,0.4401299513914174,2.2720562343885513,-7.736571102434499,90268.01465882036,-6983.649136835634
33660,Architecture and Engineering,1300,1,AL,3246.0,-0.0984351372402193,-9.84351372402193,Loose,0.4401299513914174,2.2720562343885513,-22.365016724953293,89880.48059149722,-20101.784516756754
33700,Architecture and Engineering,1300,6,CA,3342.2,-0.137311866523752,-13.731186652375198,Very Loose,0.4401299513914174,2.2720562343885513,-31.198028239081932,87291.0561966884,-27233.088362435727
33740,Architecture and Engineering,1300,22,LA,896.0,-0.1521038192670545,-15.210381926705448,Very Loose,0.4401299513914174,2.2720562343885513,-34.558843084002056,92463.2003914852,-31954.212333739742
33780,Architecture and Engineering,1300,26,MI,1969.4,-0.0265130790997452,-2.65130790997452,Loose,0.4401299513914174,2.2720562343885513,-6.023920666141287,78937.62567279374,-4755.139946264672
33860,Architecture and Engineering,1300,1,AL,2535.3999999999996,-0.1438108980483273,-14.381089804832731,Very Loose,0.4401299513914174,2.2720562343885513,-32.67464474837184,81212.124319634,-26535.773114046497
34060,Architecture and Engineering,1300,54,WV,986.0,0.2601493383650953,26.01493383650953,Very Tight,0.4401299513914174,2.2720562343885513,59.10739261044716,83838.09330628804,49554.51096766068
34620,Architecture and Engineering,1300,18,IN,745.2,-0.0901084871181008,-9.010848711810079,Loose,0.4401299513914174,2.2720562343885513,-20.473154992800136,61199.65110037573,-12529.499424832837
34740,Architecture and Engineering,1300,26,MI,1691.9999999999998,-0.0854826238344349,-8.54826238344349,Loose,0.4401299513914174,2.2720562343885513,-19.42213284149192,71785.72104018914,-13942.318101648349
34820,Architecture and Engineering,1300,45,SC,2203.2000000000003,-0.1381162591083997,-13.81162591083997,Very Loose,0.4401299513914174,2.2720562343885513,-31.38079075776641,85496.298058622,-26829.41439941247
