czone,total_emp,recent_immigrants,interstate_movers,intercounty_movers,young_entrants,established_immigrants,n_obs,pct_recent_immigrants,pct_interstate_movers,pct_intercounty_movers,pct_young_entrants,pct_established_immigrants,pct_foreign_born
3600,70141.20524513721,51.719507932662964,164.62560740709304,1502.4787519454956,7442.461969912052,2603.925128853321,6345.0,0.07373626921851133,0.23470598606303003,2.1420771808731645,10.610684466999556,3.712404313203397,3.786140582421908
3700,90972.08465753197,94.04952119588852,238.6752837061882,1516.2994035363197,9500.552656412125,3677.767247420549,6852.0,0.10338283611938945,0.26236101393596817,1.666774383861257,10.4433713838452,4.042742629528223,4.1461254656476125
3800,217150.2285482943,487.47702836990356,356.1613205075264,1786.7165217638017,20905.119517105817,8584.981900322437,9547.0,0.2244883791413963,0.16401609286278782,0.8228020452515595,9.627030861013582,3.953475875993901,4.177964255135298
3901,96052.28887784481,183.67999992370605,88.85999989509583,1031.6699860811234,9956.509911847115,2921.8899809598925,5454.0,0.1912291753477134,0.09251211078176821,1.0740712148912528,10.365718535358775,3.04197850472447,3.2332076800721836
3902,6212.791166335344,0.42239999771118164,0.5807999968528748,77.0615995824337,488.05679735541344,105.41519942879677,2848.0,0.006798876485660745,0.009348455167783523,1.240370028852732,7.855676849400636,1.6967446129527095,1.7035434894383705
4001,7068.817071178555,2.631400057673454,3.9694000869989394,134.45400009453297,746.4056077122689,223.70280005037785,2294.0,0.03722546546581848,0.056153668245048215,1.9020721393787035,10.559130335336626,3.1646426523395768,3.2018681178053954
4002,181451.9537609187,342.91967794764787,402.09450402706864,3557.5430429511703,18352.13180914046,7169.939219832979,10691.0,0.1889864897235988,0.2215983326125376,1.9605978162343698,10.114044753313184,3.9514257472697696,4.140412236993369
4003,25520.85348163545,12.60289849638939,24.734879890084265,301.46462235450747,2962.945522710681,593.9994907647372,9722.0,0.049382746958123114,0.09692026917470938,1.1812481999139972,11.609899821112121,2.3275063711806236,2.3768891181387466
4004,8588.950422906875,4.728072023391723,9.863736462593078,114.58781449794769,1177.6703534126282,245.53367128372193,4652.0,0.055048309637250624,0.11484216320874698,1.3341305847142866,13.711458274014035,2.858715665989636,2.9137639756268863
4101,4302.784023571015,0.0,2.37288179397583,36.75885305404663,327.0830220222473,180.5887933731079,1188.0,0.0,0.055147592372217225,0.8543039309590843,7.6016602327808895,4.1970220300119,4.1970220300119
4102,45172.06014980748,9.428970909118652,47.050214206427334,606.4860222615301,4404.412851398438,1657.251570390165,3469.0,0.02087345779193743,0.10415777817170876,1.3426131556767507,9.750303255578237,3.668753572217201,3.6896270300091385
4103,18038.055232465267,9.168600118160247,13.83060017824173,243.97800314426422,1920.1224247455598,397.5132051229477,1058.0,0.05082920525522292,0.07667456385957355,1.3525737669610165,10.644841697178549,2.203747576997631,2.2545767822528537
4200,329567.35111055395,675.5705463182181,439.91960656158335,7398.221870222304,35216.86639166996,24919.56723581034,22273.0,0.20498709718718366,0.13348397681966123,2.2448285138962554,10.685787373354346,7.561297304432022,7.766284401619207
4301,15681.443072539196,10.506760882399977,20.268162331543863,192.8882716787979,1726.579974724725,514.1350710032508,8145.0,0.06700123728280502,0.12924934419483863,1.230041589836698,11.010338568573784,3.278620906411263,3.345622143694068
4302,39087.506462813166,38.89506398811936,50.85846012085676,355.6507714122534,4375.201871245355,1235.4679146073759,4676.0,0.09950766244227707,0.13011436318978845,0.9098834988376918,11.193351193706375,3.160774442807621,3.2602821052498983
4401,47958.404229307176,62.45187067985535,88.44606971740723,382.9728540897369,4699.429579544068,720.2054828166962,3196.0,0.13022091056501683,0.18442246179525343,0.7985521208307925,9.798969867876185,1.5017294557448633,1.63195036630988
4402,55313.76102893353,143.192304199934,100.16387815475464,890.5133883237838,7526.120794427395,1726.0780545175076,9719.0,0.2588728402052302,0.1810831089615492,1.6099310040732433,13.606235870474675,3.120521950432245,3.379394790637475
4501,14936.968492640382,2.3298824908124514e-05,5.602456836775491,202.76487704190384,1473.2812423818611,234.59785059032737,6716.0,1.5598094700142213e-07,0.0375073217804261,1.3574700726041462,9.86332161782201,1.5705854284014622,1.5705855843824092
4502,30893.042459607124,2.029970169067383,21.418979597091674,370.5866419792175,2753.769048309326,383.2716185331345,3030.0,0.0065709622861574194,0.06933269724112523,1.1995796220581454,8.913881020006038,1.2406405715276017,1.247211533813759
4601,33169.131315732004,14.153562259674072,59.11872359514236,586.1897666931152,3317.4883486509325,704.3485228180886,3571.0,0.04267088614696728,0.1782341630608293,1.7672750037173495,10.001734193977697,2.123506087975293,2.1661769741222603
4602,49336.65449963808,20.34584859609604,74.1716096997261,867.1778209209442,4932.901415646076,1065.068144273758,6023.0,0.04123880875677391,0.15033773662190697,1.7576745519445498,9.998451386042527,2.1587765832025987,2.200015391959372
4701,25990.572338030488,46.7745323844254,73.66393271833658,292.4437753424048,2898.0049246437848,437.87792909145355,12741.0,0.17996730420585222,0.28342558894152725,1.1251917485267877,11.150215881946176,1.6847567779441792,1.8647240821500315
4702,51015.19191755094,252.47315437346697,262.45147837754337,715.1846945576369,4935.948888378404,1004.9131479248405,15703.0,0.494897980157569,0.5144574949393678,1.401905329913283,9.675449023803969,1.9698311623505167,2.464729142508086
4800,37206.32243783148,131.76133061535657,112.68160397280008,292.02478756085037,3480.48477752218,594.0940598166547,9596.0,0.3541369369023726,0.30285606474835347,0.7848794732368358,9.35455199405361,1.5967556611093023,1.9508925980116751
4901,79576.85170914656,77.85704223353441,180.60829243101725,1293.450921487883,7649.9083308013705,2374.7256814405323,11911.0,0.0978388068405897,0.226960841691929,1.6254110255774465,9.613233203497156,2.984191546205115,3.0820303530457047
4902,37282.15808820487,8.119097723963751,8.882112757660433,595.0034176634733,3550.5881722213962,1369.8810730788612,15052.0,0.021777434945570995,0.023824030617129188,1.595946823292178,9.523558598247327,3.674360990149486,3.6961384250950573
4903,16211.503557183052,5.444173295081418,16.271780365801533,245.92808646732593,1526.5073927747478,471.8086088754455,10536.0,0.03358216143171491,0.10037181504112722,1.5169973938559154,9.416198734375737,2.9103322046053823,2.943914366037097
5000,87601.00936550014,80.7443152550608,229.9092955414206,1540.8880022160708,10420.865040376782,2778.7497064903378,14235.0,0.09217281380648142,0.26245050965356304,1.7589843009536348,11.895827589037834,3.172052156267381,3.2642249700738626
5100,50413.35771821269,70.11793724168201,114.80506644725611,914.3666373859378,5013.590944364089,1348.8568052246908,11421.0,0.1390860288132538,0.2277274747081185,1.8137388160035355,9.94496532523729,2.6755940613282996,2.8146800901415534
5201,25723.638971209526,35.83349398076534,79.38934645950795,416.0081774801016,2855.623042702675,754.0434116274118,8886.0,0.1393018072632375,0.3086240891048202,1.6172213346086348,11.101162809425029,2.9313248116697412,3.070626618932979
5202,409776.20212444075,1149.1730556886964,1051.198243573465,11297.215396569722,37249.42876447771,31586.710487123208,23923.0,0.2804391884474823,0.2565298419292386,2.756923251765359,9.090188393411339,7.7082832832568835,7.988722471704366
5300,53746.42681596279,115.91448848247528,69.48915692567826,681.9881820559501,5740.819733119011,1727.32563393116,4943.0,0.2156691995160662,0.12929074738981503,1.2688995761359123,10.68130492242133,3.2138427357149273,3.4295119352309937
5401,92566.26125122905,743.8420585155487,456.4370801389217,2820.436766791344,12607.752042347192,7907.207881337405,5906.0,0.8035779434763249,0.49309227138398815,3.046938191806786,13.620245510542098,8.542213733659267,9.345791677135592
5402,40554.96613002438,36.56310418769717,70.13614629786461,619.4746258398518,3696.0358728915453,1018.4130733303725,15011.0,0.09015690968763532,0.17294095641209317,1.5274938804134057,9.113645566961107,2.5111920203932874,2.6013489300809227
5500,75216.57232207656,81.44057123661041,57.70082747042179,1756.1106322854757,6957.182948577404,3458.719165444374,8074.0,0.10827477073520814,0.07671291803001534,2.3347389784871195,9.249534688694428,4.598347224111962,4.70662199484717
5600,771247.8789520314,3923.622271568542,2630.426328781311,31208.679241057205,75385.11049967013,84429.49702151262,39517.0,0.5087368638082926,0.3410610778412154,4.046517351005676,9.774433428861176,10.947128585460112,11.455865449268405
5700,62998.07273030281,73.55060078501701,39.180201190710065,1721.510026228428,6119.457673501968,2618.225417405367,5602.0,0.11675055695733738,0.062192698113864575,2.7326391929452813,9.713722036703572,4.156040500816734,4.272791057774071
5800,50631.40552818775,31.349189233779907,61.57362639904022,1276.5047795772552,4769.167348015309,2044.1788456916809,8139.0,0.06191649018379915,0.12161152896448958,2.5211719213810753,9.419385652567348,4.0373732950266135,4.099289785210413
5900,98670.93147880044,232.38379002995788,652.0709641380236,6003.365783416108,12568.061189797148,8311.048456572928,7405.0,0.2355139315573258,0.6608541688674762,6.084229360605496,12.737349289641003,8.42299584286236,8.658509774419684
6000,227014.673395243,554.1046296515502,787.2222562619485,6553.829716278706,22604.651621640845,18008.222877652755,13275.0,0.24408317813308417,0.3467715300020974,2.8869630399917745,9.957352660761758,7.932625062653818,8.176708240786903
6100,113955.34402724504,108.97506559491157,99.9112134039402,1854.5458519220351,11376.821523016692,6406.9096928834915,8838.0,0.09562962274841383,0.08767575953265773,1.6274321031215881,9.98357876072636,5.622298583339535,5.717928206087949
6200,94344.18764987736,55.59058410525322,88.04799256287515,1924.8295930817724,10317.286880316586,4262.756127110869,13126.0,0.05892316791316977,0.09332635613932237,2.040220644248956,10.935794919985192,4.518302858179743,4.577226026092912
6301,39751.10833443701,78.95063946843148,41.53293992578983,726.2760449260473,4200.082971534133,1544.739473411441,7806.0,0.19861242309069227,0.10448247021532527,1.8270586037895775,10.56595186276991,3.886028687339036,4.084641110429729
6302,47985.66858944371,82.66752398610114,65.12066475972533,1042.0900089524687,5154.198078869284,1844.300767327845,7806.0,0.17227544476537113,0.1357085702335116,2.171669249559474,10.741119651718568,3.8434408054357503,4.015716250201121
6401,253452.13335293037,881.1005763459638,805.9601736473709,9253.998272019175,27996.90066822619,23151.715788068854,14072.0,0.3476398342716008,0.31799305177876597,3.6511818423453732,11.046228058077023,9.134551554880876,9.482191389152476
6402,41242.38228352762,51.589083026170556,45.15809641555607,944.2498324934822,4089.134741652604,1445.7425147384515,11773.0,0.12508754385600915,0.10949439366792445,2.2895133118210285,9.914884919937862,3.5054777020382915,3.6305652458943007
6501,24765.796744270385,63.94847313309147,61.75773272847946,600.052470007426,2554.2566434638015,2080.1224425901223,13250.0,0.2582128642717141,0.24936703376105693,2.422907997685354,10.313646154165154,8.399174329294949,8.657387193566663
6502,95734.12152045275,93.50127900043972,133.00139765493668,2786.1066307169954,9539.80156532918,6388.139098143144,9719.0,0.09766766280971619,0.13892789273312767,2.910254553410999,9.964891737468012,6.672792309248249,6.7704599720579655
6600,225415.99287695772,750.2810894992382,428.52914888516017,4050.77593064104,22671.90995640853,23234.308307928266,24276.0,0.33284288302861265,0.19010592079820654,1.7970224201670275,10.057808972224915,10.30730251717792,10.640145400206533
6700,1403414.5784537916,10384.999992832036,7979.400514410174,45497.8214374413,116978.4276225938,315110.0294595891,66553.0,0.7399809117184519,0.5685704450356686,3.241937353078405,8.33527237200817,22.45309649033009,23.19307740204854
6800,326381.77699297667,2283.8219173550606,1254.0176777124404,9600.890799415112,33119.79019075632,76525.240980196,14894.0,0.6997394089818335,0.3842180434416304,2.9416136182203916,10.147561085026208,23.446542170717677,24.14628157969951
6900,431858.54452919663,2761.272182753682,2129.9873972207306,20101.000949394704,33082.26589736044,75709.93505066633,20640.0,0.6393927404548553,0.4932141378707233,4.65453357448523,7.660440279912964,17.531188397164577,18.170581137619433
7000,2249620.796418012,38917.199899751286,22398.599979629747,36598.99988779992,165695.1997301356,1282463.9980591505,92220.0,1.7299448850098513,0.9956611361032139,1.6268964060998703,7.3654724384645585,57.00800775406994,58.73795263907981
7100,906649.1926662963,8470.980907130257,5487.043908029229,23870.48195488516,73381.48556225591,300546.22239510634,41864.0,0.9343173716637401,0.6052003302283648,2.632824486909458,8.093702189978664,33.14911928738971,34.08343665905345
7200,472772.19633000885,5024.799965138966,3366.5999847315716,19378.99974932512,40500.19979448791,140587.79937621678,20575.0,1.0628374519789885,0.712097710243008,4.099014260939747,8.566535872642051,29.736900872673644,30.799738324652637
7300,303462.2849931117,1318.9249917053153,989.7510148545495,9848.42627836722,23665.858278934775,46357.00141475187,13912.0,0.434625670776602,0.3261528907544527,3.2453542879606174,7.79861598928907,15.276033862265331,15.710659533041934
7400,1276144.8280361267,15414.894570060284,7888.1268921797455,39531.935791469754,120400.07833608352,404056.9108171604,48451.0,1.2079267361669628,0.6181216049215096,3.097762489254914,9.434671965984341,31.662308379133425,32.87023511530038
7500,307477.92958764883,963.8141214236617,918.0593980714679,10606.26168087572,25976.741777274012,43974.59188386649,13475.0,0.3134579846807897,0.29857733181131246,3.449438369478915,8.448327270874625,14.301706773829181,14.615164758509971
7600,665474.9754056839,3608.538509132527,2598.1199192768895,25297.745988250805,61101.71275944216,99162.2091239187,33158.0,0.5422500683714976,0.3904158706633612,3.8014571431223096,9.18166948684939,14.900967397529543,15.443217465901041
7700,38275.51790698767,46.4084835588932,38.438956728577615,762.1678946763277,3504.1464601308107,2288.938778555393,6103.0,0.12124847969835248,0.10042700616615328,1.991267359277677,9.155059556989261,5.980164093710458,6.101412573408811
7800,186495.59151971937,1803.9054234832524,834.0725741297007,7204.042641818523,15772.693720024825,26387.65923984051,10715.0,0.9672643780925589,0.4472344720499781,3.8628487585760407,8.45740834488148,14.149213407572894,15.116477785665452
7900,154156.808301197,1394.9370839968324,982.976947183907,4032.9236851766705,26042.373991364242,22366.11345218867,9127.0,0.904881918203285,0.6376474435454917,2.6161177891650444,16.893430967046058,14.508677040386678,15.413558958589963
8000,75818.08945403728,220.98940268192237,322.7557571006706,1996.138355614837,7023.510662385799,4173.4157862504535,10660.0,0.29147318835551955,0.425697560337936,2.6327995996587905,9.263634461065678,5.50451193943693,5.7959851277924495
8100,283820.04438495357,1230.036488203342,813.1575140639543,9968.329490840375,29656.64152095702,24711.70227297216,22198.0,0.43338605307770545,0.2865046109854893,3.512200666602685,10.449100445045676,8.70682066396091,9.140206717038616
8201,14301.20343322903,12.481350497156381,24.225724820047617,124.11789473667741,1182.161980958283,445.1245732404292,3048.0,0.08727482659365438,0.16939640732442723,0.8678842680350095,8.266171350388,3.1124973175766213,3.199772144170275
8202,240092.85133468529,1181.0955027721823,1192.102967352234,10668.617059207707,20941.398360855783,20681.586259850767,10931.0,0.4919328069146697,0.49651747677004465,4.4435379895321585,8.722208197554302,8.613995021043335,9.105927827958006
8300,331552.76454476063,1417.1258938876745,1141.4514691215022,10864.089931323395,32631.237428268756,29788.197440221826,24196.0,0.42742092524351677,0.3442744537777494,3.2767303105556556,9.841944003414708,8.9844515340183,9.411872459261815
8401,207520.4641996626,880.7433297872543,842.7788367629051,6355.847614221275,21215.05404014811,14712.12755134739,27059.0,0.42441276005428596,0.4061184230737064,3.062757033979114,10.223114198384009,7.089482768886033,7.513895528940321
8402,16251.824531187118,22.666317685693503,13.386586999893188,185.48336117118598,1441.764296089858,1013.183842267096,8587.0,0.139469372452287,0.08236974854241404,1.141307924013362,8.871399597769,6.234277513412753,6.373746885865041
8501,7418.321582084149,16.13045567832887,7.21525966078043,92.74238445293159,777.6189550513402,420.61091565564277,4759.0,0.21744077147161206,0.09726269724146051,1.2501801576910874,10.482410966509638,5.669893263611709,5.887334035083321
8502,16070.728998765442,47.5320458304137,45.04715694971382,374.30951113961635,2054.1363115956074,1206.1413559286855,12669.0,0.2957678263012532,0.28030562243426765,2.329138343185122,12.781848986149955,7.505206241865826,7.80097406816708
8503,73857.30315698087,112.06262106448412,182.85543963611127,1625.5090599291027,9913.886557523161,4400.713111814856,13207.0,0.15172855800908314,0.24757936157980073,2.200877896223946,13.42302810116364,5.958399404946197,6.110127962955279
8601,45581.80441446304,232.24445214271546,217.52261753082274,640.0993600130081,4375.539558577538,3237.000940990448,3218.0,0.5095113173471136,0.4772137047339072,1.4042870137231898,9.599311863110852,7.101519965197675,7.611031282544787
8602,50745.33801450059,78.9431408725679,168.5288203008473,1934.893312149495,5486.629111734777,3281.876340158656,12075.0,0.15556727762855718,0.33210700114499153,3.812947923603534,10.812085063197257,6.467345511071092,6.622912788699649
8701,72142.20327403359,241.62491826936602,456.9229330815375,2035.287957194075,8863.609822460636,8132.1004272233695,13279.0,0.3349286649196851,0.6333642616179972,2.8212167979719074,12.286303190369773,11.272320580968985,11.60724924588867
8702,50403.38235299066,120.17546790242196,73.05911329835654,738.2574725888669,5822.940025750548,3874.9495892480018,10683.0,0.2384273877907549,0.14494883058978206,1.4646982764343448,11.552677129821719,7.687876107421754,7.92630349521251
8800,170305.48604243546,586.1524134606123,732.9768243804574,9580.368643540143,18090.86335967332,19429.194525679944,14296.0,0.3441770591668193,0.4303894380700218,5.625402249903434,10.622595771909292,11.40843726011194,11.75261431927876
8900,117936.63685234837,158.6180858681211,170.50154645964503,2184.505608768994,12440.3236033862,9228.934620654933,19906.0,0.13449432687037208,0.14457046682881564,1.852270564153785,10.54831130970858,7.825333049143299,7.9598273760136715
