czone,lat,lon
30906,34.64446566666667,-100.86602733333332
30907,34.057899,-100.793152
30908,34.22282833333333,-101.62334233333333
31001,37.898623,-101.180436
31002,37.438389666666666,-101.46867100000001
31003,38.481401,-101.35325466666667
31004,37.05772666666667,-100.56613566666665
31005,36.27726366666667,-100.815159
31006,36.73963725,-101.9275835
31007,35.987429999999996,-102.36485633333332
31101,28.8872525,-96.97592566666667
31102,29.737091,-96.71508299999999
31103,29.461912,-97.49192
31201,30.282773374999998,-97.578102125
31202,30.748607,-98.4429385
31301,29.269911200000003,-98.5123839
31302,28.6625365,-97.7973955
31303,30.192523,-99.1475945
31304,30.703916,-99.237302
31401,31.846378333333334,-102.27938716666667
31402,31.62480825,-103.35849325
31403,30.745415,-102.061182
31404,30.146748333333335,-103.90198333333335
31501,28.644119500000002,-99.7628505
31502,28.6102405,-99.1028895
31503,27.270337,-99.090309
31600,26.378017749999998,-97.9987285
31700,27.66390488888889,-97.69095444444444
31800,30.679727999999997,-96.356877
31900,29.073685666666666,-95.88861766666666
32000,29.9465965,-95.4894691
32100,30.48563842857143,-94.20159242857143
32201,31.076329599999998,-95.3369236
32202,31.534112,-94.1944805
32301,31.4622726,-100.73249
32302,31.456493,-99.73540666666666
32303,30.68237,-99.8026285
32304,29.92213075,-100.10043375000001
32305,29.818237999999997,-101.211179
32306,28.729787,-100.316678
32401,32.205549000000005,-101.572516
32402,32.526405499999996,-100.41061400000001
32403,32.744416666666666,-100.86915266666666
32501,32.523417,-99.360003
32502,34.308265000000006,-100.242304
32503,33.439413,-100.1495798
32601,33.796807,-98.53606466666668
32602,33.187211,-98.685121
32603,33.618802,-99.208189
32604,34.11271,-99.60165500000001
32701,31.582092,-98.93974825000001
32702,31.965215999999998,-98.29396000000001
32801,31.6712565,-97.22598675
32802,31.64955825,-96.30277775
32900,31.21021933333333,-97.84005966666666
33000,32.778363875000004,-97.719995
33100,32.950216714285716,-96.74095742857142
33200,33.30259216666666,-95.62290066666667
33300,32.269360999999996,-95.52676683333334
33400,32.473554,-94.59171433333334
33500,33.252337624999996,-94.601745
33601,34.384935999999996,-98.13613025000001
33602,34.798829749999996,-99.4477535
33603,34.371085,-98.931701
33700,34.29087166666667,-97.0570145
33801,35.47856325,-99.35511275
33802,35.094488999999996,-98.1339675
33803,35.47304044444444,-97.33210477777779
33901,34.687419750000004,-96.31689
33902,33.726563,-96.34860533333334
34001,34.1421135,-93.443807125
34002,34.2016926,-94.840482
34101,55.245044,-161.997477
34102,61.26688066666666,-150.28032066666665
34103,,
34104,58.741661,-156.966805
34105,67.005066,-160.021086
34106,64.783686,-164.188912
34107,58.825916500000005,-157.34026799999998
34108,57.7044,-153.918372
34109,58.735657,-134.877118
34110,57.193204,-135.367396
34111,55.449938,-131.106685
34112,60.929141,-160.152625
34113,69.449343,-153.47283
34114,51.959447,178.338813
34115,64.63892266666666,-147.114879
34201,48.539965,-110.03696433333333
34202,48.526466666666664,-112.31491166666667
34203,47.5137505,-111.09337675
34204,47.1818665,-108.7297655
34301,44.508752,-108.7942225
34302,43.79952,-108.052064
34303,43.054831,-108.608935
34304,44.74442833333333,-106.99597133333333
34305,46.536899000000005,-105.527173
34306,47.267184,-106.995991
34307,45.937191000000006,-106.502636
34308,45.941181,-108.86022700000001
34309,46.5413335,-110.389712
34401,45.133863,-112.892869
34402,45.52942925,-110.8893595
34403,46.528698,-111.97688933333332
34404,46.307771,-113.04003775
34501,48.773131,-116.524668
34502,48.552385,-115.463185
34503,47.89827333333333,-114.43868400000001
34504,46.744898,-114.36129033333333
34601,44.20915933333333,-104.88477733333333
34602,41.70359,-106.933153
34603,42.981134,-106.14648550000001
34604,43.062159,-104.468373
34701,21.461365,-158.201974
34702,22.012038,-159.705965
34703,21.037347500000003,-156.78778
34801,36.02422133333334,-104.78850899999999
34802,36.1178575,-106.15120025
34803,35.483185,-103.7007475
34804,36.488085,-103.475723
34805,37.520994333333334,-106.180743
34901,34.9877618,-106.84840360000001
34902,33.9466395,-107.665532
35001,33.351105,-111.55904666666667
35002,33.085350000000005,-109.5603165
35100,31.8313,-110.80134933333333
35201,38.4905352,-108.1614976
35202,38.241009,-107.220427
35300,37.195608750000005,-107.721354
35401,35.91195066666666,-112.05542733333334
35402,37.55816033333333,-108.96452633333332
35500,35.453310333333334,-109.35483033333333
35600,19.597764,-155.502443
35701,42.984069166666664,-114.43829
35702,42.569762,-113.633084
35801,43.515595,-116.1213705
35802,43.87975933333333,-117.05040699999999
35803,44.866482000000005,-116.03984249999999
35901,37.84312333333333,-113.34449599999999
35902,39.351911666666666,-110.96217233333334
35903,38.974326,-109.57345
35904,38.304789666666665,-111.79740433333332
35905,38.25984,-110.990877
36000,39.59709633333333,-112.53069033333334
36100,40.820213,-111.83356914285714
36200,41.928561,-112.28726625
36301,43.53084044444444,-112.23185855555556
36302,44.600928499999995,-114.0696545
36303,43.904827999999995,-110.818926
36401,40.355716666666666,-107.80185733333333
36402,40.20764,-109.97366600000001
36403,42.535982,-111.435895
36404,41.743445333333334,-110.12996116666666
36501,41.644988,-121.379762
36502,43.064449,-118.987169
36503,42.788401,-120.38979
36600,40.4433355,-122.13791499999999
36700,40.6772565,-123.520421
36800,42.399302,-123.1236155
36901,42.108171,-124.0959635
36902,43.236119,-123.6243045
37000,37.58822475,-120.40052175
37100,35.346629,-118.729506
37200,36.568034749999995,-119.5003515
37300,39.3503882,-121.8581342
37400,38.6371408,-120.7162945
37500,36.771429,-121.5246795
37601,40.10932675,-115.89285925
37602,40.9237765,-118.26853399999999
37603,39.78461,-120.673182
37604,39.5765376,-119.2793748
37700,39.01745733333333,-123.03858266666667
37800,37.93346028571428,-122.32567142857144
37901,37.062254,-115.5437034
37902,38.516647,-118.416279
37903,37.238997999999995,-118.139688
38000,33.023604,-116.776117
