occ_group,occ_group_code,met2013,dominant_statefip,total_emp,emp_projected,emp_proj_lo,emp_proj_hi,emp_growth_pct,log_wage
Architecture and Engineering,1300,25940,45,879.2,683.8859459823668,513.6825425257556,910.4844887516236,-0.22214974296819065,11.108319632710746
Architecture and Engineering,1300,26380,22,1224.4000000000003,924.0254210276798,694.0568532229624,1230.191697899847,-0.24532389657981085,11.32006246089105
Architecture and Engineering,1300,26420,48,101451.2,110684.5356503604,83137.71327686518,147358.71302278194,0.09101258191485563,11.623937701007536
Architecture and Engineering,1300,26620,1,16574.4,18008.084805704308,13526.288766946116,23974.87765911823,0.08649995207695639,11.537626668039078
Architecture and Engineering,1300,26900,18,23342.0,26576.338058552104,19962.101846282174,35382.13310608821,0.1385630219583628,11.429695679179163
Architecture and Engineering,1300,26980,19,1609.8,1762.0213582968336,1323.4949725636563,2345.8489313943273,0.09455917399480285,11.178042472968183
Architecture and Engineering,1300,27060,36,1226.6,1230.5300258238067,924.2795469520509,1638.253436903642,0.003203999530251731,11.314068801544918
Architecture and Engineering,1300,27100,26,1620.4,1772.2983778795328,1331.2142795326638,2359.531135240765,0.09374128479358969,11.264447806935838
Architecture and Engineering,1300,27140,28,4268.0,4642.686890826354,3487.2294426301387,6180.9932271029475,0.08778980572313826,11.311913704188251
Architecture and Engineering,1300,27260,12,13098.2,15376.11876848984,11549.358236672253,20470.836867107802,0.17391082503625221,11.3331536726162
Architecture and Engineering,1300,27500,55,1376.4,1592.83110316183,1196.412260981555,2120.599233175902,0.15724433533989385,11.32237330221356
Architecture and Engineering,1300,27620,29,579.4,426.5341010015601,320.3796228941194,567.8617687159666,-0.2638348274049705,11.16271745454152
Architecture and Engineering,1300,27780,42,1063.1999999999998,1143.9495249959596,859.2469314118733,1522.9853816157586,0.07594951560944296,11.20237337182288
Architecture and Engineering,1300,27900,29,888.8,1023.9069428424388,769.080173088743,1363.1679300617952,0.15201051174891855,11.23454568746507
Architecture and Engineering,1300,28020,26,4740.800000000001,5031.300282323697,3779.1259440521153,6698.369650990763,0.0612766373446877,11.298322417341616
Architecture and Engineering,1300,28140,29,24985.199999999997,27774.178962464222,20861.82783813461,36976.866218255906,0.11162524064102851,11.359084417161888
Architecture and Engineering,1300,28940,47,9182.2,10273.543414418562,7716.6959386577655,13677.575885710161,0.11885424129495777,11.43278179997662
Architecture and Engineering,1300,29100,55,976.0,1084.7286116256569,814.764734446915,1444.142230429326,0.11140226600989434,11.220544030181255
Architecture and Engineering,1300,29180,22,4540.4,4681.013549828002,3516.0174821536066,6232.019028600517,0.030969418956039725,11.4029392984324
Architecture and Engineering,1300,29200,18,2614.6,2493.227887305243,1872.7210988483994,3319.3331894744583,-0.04642091053880407,11.17963333033787
