occ_group,occ_group_code,met2013,dominant_statefip,total_emp,emp_projected,emp_proj_lo,emp_proj_hi,emp_growth_pct,log_wage
Community and Social Service,2000,31340,51,2758.4000000000005,2804.222343969306,2106.316224101538,3733.372446376614,0.016611928643164738,10.633201056609678
Community and Social Service,2000,31460,6,925.6,1044.4442781741823,784.5062403911788,1390.5100992783057,0.1283970161778114,10.773356424224684
Community and Social Service,2000,31700,33,2024.2,1498.039086005391,1125.2117857120716,1994.3988604596,-0.25993524058621137,10.845338644399858
Community and Social Service,2000,31900,39,966.8,1060.67338812556,796.6963000228017,1412.116557144242,0.09709700881832856,10.704654360160683
Community and Social Service,2000,32580,48,4679.8,5184.90575783992,3894.5025674095514,6902.870713874786,0.10793319326465223,10.655229504268751
Community and Social Service,2000,32780,41,2205.7999999999997,2300.7680740060864,1728.1600842372118,3063.10380539901,0.04305380089132591,10.813902247185442
Community and Social Service,2000,32820,47,9537.0,9807.104588930611,7366.342954776511,13056.587374316985,0.02832175620536977,10.751836500675374
Community and Social Service,2000,32900,6,1482.8,1694.311884033225,1272.636821292758,2255.7046223604752,0.14264356894606486,10.93437307603233
Community and Social Service,2000,33100,12,37176.8,40949.701588914155,30758.267444213194,54517.96214668142,0.10148537767947084,10.716159875619535
Community and Social Service,2000,33140,18,511.8,586.3275944226091,440.40420954019953,780.6011853072985,0.14561859011842335,10.630435087779686
Community and Social Service,2000,33260,48,1579.8,1721.0576658870277,1292.726196290464,2291.3123427127953,0.08941490434677034,10.773239671886753
Community and Social Service,2000,33340,55,12504.2,12977.385739978494,9747.614410578211,17277.308431633708,0.03784214423781554,10.759336999979515
Community and Social Service,2000,33460,27,38188.2,39278.18226175729,29502.75063925605,52292.60215944151,0.028542383819014607,10.864240804192518
Community and Social Service,2000,33660,1,2676.8,2856.742343115021,2145.765209496124,3803.2944046393077,0.06722293152832515,10.643476973617783
Community and Social Service,2000,33700,6,3687.2,3994.591376490312,3000.4299206346122,5318.157959761913,0.08336715569817539,10.81603469392217
Community and Social Service,2000,33740,22,1463.4,1541.499348713445,1157.8557936462337,2052.259232214884,0.053368421971740396,10.732849342339202
Community and Social Service,2000,33780,26,816.9999999999999,871.732123834458,654.7781489052664,1160.5715569394786,0.06699158364070759,10.636478653549863
Community and Social Service,2000,33860,1,2737.0000000000005,2984.4422324157667,2241.6835482215056,3973.306332953782,0.0904063691690779,10.708738919049184
Community and Social Service,2000,34060,54,750.2,544.4135672690037,408.92161487329184,724.7993782828037,-0.27430876130498044,10.634061367125655
Community and Social Service,2000,34620,18,1019.4,1040.6417760072766,781.6500931161388,1385.447677303193,0.02083752796476025,10.53953524995914
Community and Social Service,2000,34740,26,1320.8,1405.9798096680722,1056.0639352410308,1871.836694000064,0.06449107334045448,10.54084442846606
Community and Social Service,2000,34820,45,2759.7999999999993,2957.8915936244184,2221.740749688877,3937.958414301579,0.07177751779999246,10.80177264388074
Community and Social Service,2000,34900,6,1305.2,1285.330616253048,965.4415371771447,1711.2116368101824,-0.01522324835040764,11.080036234969008
Community and Social Service,2000,34940,12,1359.8,1608.4154077220412,1208.1179923787479,2141.3472360459878,0.18283233396237775,10.92929964877677
Community and Social Service,2000,34980,47,15871.0,17589.074888029976,13211.560732075803,23417.03313414036,0.10825246600907165,10.812009772318277
Community and Social Service,2000,35300,9,8926.8,9047.360956985109,6795.681950820772,12045.110539066975,0.01350550667485655,10.963870702228832
Community and Social Service,2000,35380,22,10442.2,10432.49708079796,7836.089711799678,13889.1972072461,-0.0009292025820267753,10.757964140071
Community and Social Service,2000,35620,36,175811.8,180317.24940109477,135440.45418355957,240063.50707825192,0.02562654725732165,10.970148838936804
Community and Social Service,2000,35660,26,897.4000000000001,923.2237604836843,693.4547074574274,1229.1244154167955,0.028776198444042975,10.559874021958176
Community and Social Service,2000,35840,12,4994.4,5753.143378671564,4321.318979623279,7659.387999734728,0.15191882481810923,10.970566563666898
Community and Social Service,2000,35980,9,2812.4,2897.3334341304935,2176.254116249093,3857.334934303955,0.030199628122064223,10.91062788598279
Community and Social Service,2000,36100,12,1745.9999999999998,2176.7898177187653,1635.0371500963442,2898.046634747648,0.24672956341280963,10.576697226964674
Community and Social Service,2000,36140,34,997.8,1020.6615573931035,766.6424890584096,1358.847219672879,0.022911963713272768,10.922903501550763
Community and Social Service,2000,36220,48,799.4000000000001,868.3372351250283,652.2281695204045,1156.0518069297987,0.08623622107208934,10.930244930957144
Community and Social Service,2000,36260,49,4521.8,5140.9587396573825,3861.492946186814,6844.362305247366,0.13692749340027915,10.694197674721954
Community and Social Service,2000,36420,40,10792.4,11321.584972697905,8503.904179289557,15072.875186691888,0.0490331133666196,10.665069553496553
Community and Social Service,2000,36500,53,3099.4,3318.452704980135,2492.5665350485483,4417.987724839409,0.07067584209206132,10.898161123503424
Community and Social Service,2000,36540,31,8584.2,9149.95334854299,6872.741467614248,12181.695859654616,0.06590635685829646,10.697242454584195
Community and Social Service,2000,36740,12,17865.2,20802.56457363221,15625.287116976546,27695.279427535617,0.16441823061774904,10.763474413761646
Community and Social Service,2000,36780,55,1755.9999999999998,1818.0771510624318,1365.5997742784614,2420.478231963503,0.03535145276903873,10.643080175797534
Community and Social Service,2000,37100,6,6348.4,6599.628459058884,4957.133490592463,8786.34716621568,0.03957350813730771,10.928215781661953
Community and Social Service,2000,37340,12,3158.3999999999996,3689.7772425877924,2771.4769786701227,4912.346811717556,0.1682425413461857,10.608805727971127
Community and Social Service,2000,37860,12,3800.6,4245.980353497228,3189.253992295226,5652.842077124718,0.11718685299616588,10.74866896767442
Community and Social Service,2000,37980,42,57846.59999999999,60545.67543459547,45477.25637424352,80606.85947421238,0.046659188864954515,10.838422039453556
Community and Social Service,2000,38060,4,36709.399999999994,40982.31268425844,30782.762391754397,54561.37859155297,0.1163983253406061,10.800500911353756
Community and Social Service,2000,38300,42,21997.200000000004,22480.08388186383,16885.310646412672,29928.627427591793,0.021952061256151918,10.763559166326791
Community and Social Service,2000,38340,25,1742.4,1718.2268023880424,1290.5998692790013,2287.543501839926,-0.01387350643477828,10.830591047220572
Community and Social Service,2000,38860,23,5045.400000000001,5363.435671526011,4028.6005124220655,7140.554670014371,0.06303477851627431,10.816169133000578
Community and Social Service,2000,38900,41,22933.2,24179.719886569248,18161.946537813055,32191.420263004096,0.05435438083517552,10.853830662826905
Community and Social Service,2000,38940,12,2765.0,3127.9976979704165,2349.5113767838466,4164.4274189051475,0.13128307340702225,10.640416651794515
Community and Social Service,2000,39140,4,1812.2000000000005,1967.2084065306656,1477.6157075331498,2619.0225882111504,0.08553603715410277,10.626918452620949
Community and Social Service,2000,39300,44,18064.0,18965.47425717107,14245.4061146646,25249.48821424929,0.04990446507811506,10.856958871796934
Community and Social Service,2000,39340,49,4980.6,5970.537450507368,4484.608692194038,7948.813351309593,0.19875867375564538,10.595356009278818
Community and Social Service,2000,39380,8,1553.8000000000002,1646.2030235854647,1236.5011441407385,2191.6553880304987,0.05946905881417463,10.745155952859886
Community and Social Service,2000,39540,55,1054.0,1135.1847150328101,852.6634800438849,1511.316442423215,0.0770253463309394,10.81901822334102
Community and Social Service,2000,39580,37,11370.8,12378.811683913755,9298.011600613145,16480.403046141048,0.08864914376418154,10.841085528067024
Community and Social Service,2000,39740,42,3902.6,4093.053875114491,3074.387379380242,5449.244990059439,0.04880179242415082,10.763371012729948
Community and Social Service,2000,39820,6,1608.4,1696.148945791382,1274.0166808442675,2258.1503755529584,0.05455666860941423,10.700879497962127
Community and Social Service,2000,39900,32,3519.2,3984.2499103675364,2992.6622063796267,5304.389955680161,0.13214648510102767,10.84288422333648
Community and Social Service,2000,40060,51,13977.4,14864.439643041138,11165.024217729537,19789.618149753063,0.06346242098252453,10.75404215585324
Community and Social Service,2000,40140,6,37053.2,40543.318584940185,30453.0237761031,53976.92833280608,0.09419209636253248,10.914233391261574
Community and Social Service,2000,40220,51,2851.6000000000004,2807.8355446651053,2109.030182665795,3738.1828437939,-0.015347333193608866,10.668533207348098
Community and Social Service,2000,40380,36,11099.2,11102.43935827554,8339.29884259391,14781.117936990122,0.0002918551134801982,10.730104920883097
Community and Social Service,2000,40420,17,2502.8,2525.686035331421,1897.1011641234863,3362.54600951419,0.009144172659190016,10.60214086495014
Community and Social Service,2000,40580,37,778.4,822.0628725387244,617.4704261178165,1094.4449123749214,0.05609310449476413,10.601030888306903
Community and Social Service,2000,40900,6,18083.6,19940.863813302418,14978.043757081567,26548.06302276103,0.10270431845995374,10.96070107024322
Community and Social Service,2000,40980,26,1094.8,1135.0260548827434,852.5443067376303,1511.1052118715897,0.03674283420053296,10.873673831927787
Community and Social Service,2000,41100,49,1162.8,1350.3712710869172,1014.295076482752,1797.8028406686296,0.1613100026547276,10.453132070064514
Community and Social Service,2000,41140,29,993.0,941.2608689257847,707.0027965485721,1253.1379333943776,-0.05210385808078073,10.547645495142548
Community and Social Service,2000,41180,29,22273.4,23426.831723627423,17596.434835094908,31189.070385586216,0.05178516632518708,10.776399785325696
Community and Social Service,2000,41500,6,3053.4000000000005,3320.294137877555,2493.9496778638004,4420.43929750299,0.08740883535650565,10.907313948348342
Community and Social Service,2000,41540,10,3307.8,3610.2272126784515,2711.7251123510514,4806.438701253111,0.09142850616072654,10.754779716838891
Community and Social Service,2000,41620,49,9615.6,10824.5012506282,8130.533105207688,14411.087908836264,0.12572291387206203,10.79175396065546
Community and Social Service,2000,41660,48,1121.2,1176.3597275355771,883.5909837237112,1566.1343699272995,0.049197045607899635,10.581308193384777
Community and Social Service,2000,41700,48,15574.8,17642.323914968605,13251.55730709763,23487.925676023347,0.1327480234075947,10.761568810639194
Community and Social Service,2000,41740,6,24557.6,25533.452967383935,19178.766747292902,33993.69881432193,0.03973731013551555,10.898231017512847
Community and Social Service,2000,41860,6,34557.2,35065.61667741884,26338.595252481562,46684.24649001826,0.01471232268293848,11.09265017791827
Community and Social Service,2000,41940,6,10565.0,11024.760991430965,8280.952825667575,14677.701645810233,0.04351736785905964,11.044700015356815
Community and Social Service,2000,42020,6,2164.7999999999997,2251.9265781248246,1691.4741076757125,2998.079184453719,0.04024694111457172,10.892279411942074
Community and Social Service,2000,42100,6,2815.0,2834.9241073085263,2129.377028238199,3774.246921809109,0.007077835633579519,11.018213079595457
Community and Social Service,2000,42140,35,1071.8,1066.7999410424522,801.2980955382033,1420.2730800748805,-0.004665104457499261,10.591922419165536
Community and Social Service,2000,42200,6,3358.6000000000004,3470.058964195595,2606.441500829208,4619.827151755916,0.033186138330135916,11.001005835052773
Community and Social Service,2000,42220,6,3790.7999999999993,3921.3091569113485,2945.3859515394765,5220.594433826175,0.03442786665383277,10.817045297792465
Community and Social Service,2000,42540,42,5524.6,5514.5258141105505,4142.087811070846,7341.706970386459,-0.0018235140805578386,10.77743149179068
Community and Social Service,2000,42660,53,34337.4,36881.039795882825,27702.201521525527,49101.191303101434,0.0740778217303239,10.959827219925772
Community and Social Service,2000,42680,12,806.4,910.5834039394219,683.9602434664154,1212.295807322928,0.12919568940900542,10.510429984157753
Community and Social Service,2000,43100,55,661.1999999999999,717.6022437182199,539.0076331307831,955.3723334090095,0.08530284893862676,10.7837937086218
Community and Social Service,2000,43340,22,3408.0,3250.8870899624453,2441.8164397826663,4328.0349413263575,-0.04610120599693506,10.69667364852783
Community and Social Service,2000,43900,45,2386.400000000001,2738.3756004175784,2056.8572129266468,3645.7080646315912,0.1474922898162828,10.722761716287405
Community and Social Service,2000,44060,53,6523.599999999999,7299.515478917434,5482.83480958255,9718.134519360441,0.11893976928650354,10.86080788957926
Community and Social Service,2000,44100,17,1864.0,1882.4257808441266,1413.933517570741,2506.148115418257,0.009885075560153767,11.003005079480518
Community and Social Service,2000,44140,25,8126.200000000001,7944.989167252268,5967.665017463242,10577.479245741642,-0.022299578246626053,10.780858995363642
Community and Social Service,2000,44180,29,4635.6,4888.370089084351,3671.7677719794033,6508.081014876502,0.05452801990774672,10.627336891227207
Community and Social Service,2000,44220,39,879.8000000000001,912.3292760100276,685.2716083356921,1214.6201560669979,0.03697348944081325,10.642788792835573
Community and Social Service,2000,44300,42,1180.6,1112.7429962475758,835.8069863083866,1481.4388919706598,-0.05747670993767926,10.668583378802795
Community and Social Service,2000,44700,6,4992.200000000001,5727.767377845275,4302.258478818779,7625.603923201767,0.14734333116567336,10.930063750510296
Community and Social Service,2000,45060,36,6041.799999999999,6175.418635371149,4638.4996861160425,8221.579800088666,0.022115699852883256,10.78936798656608
Community and Social Service,2000,45300,12,19566.6,22292.793148836357,16744.632247480422,29679.279845132725,0.13932891503052952,10.673997665330846
Community and Social Service,2000,45780,39,5025.2,4879.747945419619,3665.291480565987,6496.602012986428,-0.028944530482444625,10.7221118221993
Community and Social Service,2000,45820,20,2450.7999999999997,2423.271038656932,1820.174892727532,3226.1968617718353,-0.011232642950492798,10.69423721366968
Community and Social Service,2000,45940,34,3504.399999999999,3615.353912758949,2715.5758952887445,4813.264080439796,0.03166131513495881,10.944067822190377
Community and Social Service,2000,46060,4,8707.599999999999,9487.834575320661,7126.531867406073,12631.530540172194,0.08960386045760749,10.69115361889686
Community and Social Service,2000,46220,1,1457.1999999999998,1511.638264577758,1135.4264430922299,2012.503986354705,0.03735812831303749,10.608573755017668
Community and Social Service,2000,46340,48,1847.4,2013.1026753618044,1512.0879537301025,2680.123448871952,0.08969507164761517,10.791273550315283
Community and Social Service,2000,46520,15,7823.2,7974.819351782515,5990.071158609334,10617.193353731353,0.019380733176004063,10.894421497182693
Community and Social Service,2000,46540,36,2711.0,2718.2366657421803,2041.7303935664993,3618.8963020129117,0.0026693713545482556,10.787192386959171
Community and Social Service,2000,46700,6,4134.6,4324.088731896798,3247.923000840533,5756.830859745768,0.04583000336109844,11.099221725892033
Community and Social Service,2000,47260,51,14313.0,14794.935367107952,11112.817949436532,19697.084350059056,0.03367116377474685,10.828281879750014
Community and Social Service,2000,47300,6,4232.6,4653.946380629134,3495.6867056919305,6195.983432526694,0.0995478856091135,10.881641021127992
Community and Social Service,2000,47380,48,2451.2,2672.1507260828243,2007.1141789798687,3557.5402623751725,0.09013981971394605,10.75455609139684
Community and Social Service,2000,47900,51,51487.40000000001,54453.013176437744,40900.9169160236,72495.45652194571,0.057598814009597196,11.072530571482798
Community and Social Service,2000,48140,55,1047.4,1111.2444258126134,834.6813754141904,1479.4437857042558,0.06095515162556165,10.757141681591571
Community and Social Service,2000,48300,53,789.0,860.0209374508734,645.9816061003528,1144.9799899394923,0.09001386242189273,10.803181898712165
Community and Social Service,2000,48620,20,5142.599999999999,5367.912396383534,4031.963083945154,7146.51471140304,0.04381293438796216,10.651108405838077
Community and Social Service,2000,48660,48,753.6,834.0477252184355,626.4725260037372,1110.4008221709264,0.1067512277314696,10.464095996984458
Community and Social Service,2000,48900,37,3253.6,3386.501189659381,2543.679324879093,4508.583371887701,0.04084742736027203,10.755307687832849
Community and Social Service,2000,49180,37,5736.8,6109.5779984021465,4589.045261736594,8133.923548279465,0.0649801280159926,10.711163812117068
Community and Social Service,2000,49340,25,10404.4,10846.12224513412,8146.773133965382,14439.872796498705,0.04245533093057941,10.9267217974977
Community and Social Service,2000,49420,53,2362.3999999999996,2622.568253518216,1969.8716377033174,3491.5291497777616,0.11012879000940412,10.782948397349934
Community and Social Service,2000,49620,42,3873.2,4084.2946922308615,3067.8081546417548,5437.58354242108,0.054501366371698265,10.818887225377908
Community and Social Service,2000,49660,39,5086.200000000001,4952.802192191816,3720.164214016213,6593.862029681133,-0.026227401165542945,10.730126950617883
Community and Social Service,2000,49700,6,1320.8,1466.6759756793845,1101.6542285661403,1952.6439075488245,0.11044516632297434,10.729380308264362
Community and Social Service,2000,49740,4,767.0,877.5580369306473,659.1541269018398,1168.3278261508244,0.14414346405560272,10.787601835139265
Computer and Mathematical,1000,10420,39,10978.0,12462.63934441491,9360.97649415013,16592.006135900414,0.13523768850563953,11.29865279831345
Computer and Mathematical,1000,10580,36,18475.199999999997,21077.225959937998,15831.591633219441,28060.947026584196,0.14083885207943628,11.34739164590457
Computer and Mathematical,1000,10740,35,14446.6,17001.907168397913,12770.525485070702,22635.31345681504,0.17687948502747444,11.400556929166822
Computer and Mathematical,1000,10900,42,12022.8,14088.467574288987,10582.173659756741,18756.535752821397,0.1718125207346864,11.361887957353291
Computer and Mathematical,1000,11100,48,2260.8,2711.5900846821105,2036.7379928919456,3610.047444986422,0.19939405727269563,11.192613182889511
Computer and Mathematical,1000,11260,2,4583.200000000001,5433.469616392977,4081.2046272948974,7233.793638971197,0.18551876775898407,11.287991430229996
Computer and Mathematical,1000,11460,26,9356.2,9917.085973767562,7448.952515223604,13203.009954768795,0.05994805303088445,11.41837191519456
Computer and Mathematical,1000,11700,37,5776.200000000001,6651.553332835758,4996.135463565777,8855.476810466987,0.15154484485228298,11.29181581825378
Computer and Mathematical,1000,12060,13,151557.4,174511.08788103,131079.31205238472,232333.53392371978,0.1514521091086941,11.46415255213861
Computer and Mathematical,1000,12100,34,3169.2,3668.032475176281,2755.143981221943,4883.397140275993,0.15740012469275563,11.332312005147225
Computer and Mathematical,1000,12220,1,1102.6,930.8525268842942,699.1848502451568,1239.2808947491606,-0.1557658925409992,11.136491934122317
Computer and Mathematical,1000,12260,13,7039.0,8393.50197586378,6304.553355696281,11174.602139765464,0.19242818239292242,11.150968931834628
Computer and Mathematical,1000,12420,48,96978.8,110960.8864354038,83345.2867395515,147726.62978538612,0.14417673177440626,11.616964854711618
Computer and Mathematical,1000,12540,6,7226.799999999999,9140.561784581347,6865.687246830137,12169.192498001365,0.26481454925850273,11.4127052178241
Computer and Mathematical,1000,12580,24,87023.2,92815.14014815957,69715.59725168004,123568.47793504203,0.06655627635112901,11.573089491951304
Computer and Mathematical,1000,12620,23,1414.0,1614.0248913735345,1212.3314052164933,2148.8153641521358,0.14146031921749258,11.115074186361838
Computer and Mathematical,1000,12700,25,2476.6000000000004,3022.036067801519,2269.921146987347,4023.35649730135,0.22023583453182533,11.644461032208058
Computer and Mathematical,1000,12940,22,8518.4,9985.265675006993,7500.163864845666,13293.780295628852,0.17219967071363088,11.08913981304616
Computer and Mathematical,1000,13140,48,2083.6,2593.112578867694,1947.746799584943,3452.31364164725,0.24453473741010473,11.398811873530123
Computer and Mathematical,1000,13380,53,3347.8,4101.057798224131,3080.3993110441315,5459.900930400515,0.225000835839695,11.284604140631616
Computer and Mathematical,1000,13460,41,1680.2,1378.5580306282084,1035.46680313073,1835.3289917780123,-0.17952741898094968,11.246975056926477
Computer and Mathematical,1000,13780,36,1818.6,1416.336923144167,1063.8434025847935,1885.6255300239993,-0.2211938176926388,11.19528586128445
Computer and Mathematical,1000,13820,1,14199.0,17252.884555995235,12959.040402411596,22969.449608869636,0.2150774389742401,11.385813874552683
Computer and Mathematical,1000,13900,38,1525.8,1700.4794469889632,1277.2694203963124,2263.915743582644,0.1144838425671538,11.284872763439918
Computer and Mathematical,1000,13980,51,2687.2,3028.922206027005,2275.093484586375,4032.5242862850796,0.12716664410055267,11.150088194796792
Computer and Mathematical,1000,14010,17,5941.799999999999,6251.928394595152,4695.967934845389,8323.44027758614,0.05219435097027041,11.438270998564496
Computer and Mathematical,1000,14020,18,2573.8,2975.550217036867,2235.0045499253056,3961.468040145177,0.15609224377840802,11.124096446553883
Computer and Mathematical,1000,14260,16,15072.8,19125.516967995292,14365.617894263036,25462.559423855593,0.2688761854463201,11.35560036000827
Computer and Mathematical,1000,14460,25,144786.6,158597.21897482118,119126.03725680399,211146.76896641866,0.09538603002502424,11.696422678451077
Computer and Mathematical,1000,14740,53,5106.0,6062.09057454801,4553.376359974984,8070.701657138162,0.1872484478159049,11.822290573045471
Computer and Mathematical,1000,14860,9,16798.199999999997,19130.51910240933,14369.37511304923,25469.218963829164,0.1388433940784925,11.737273107203904
Computer and Mathematical,1000,15180,48,1813.6,2435.3402402092293,1829.240349001435,3242.2650685679246,0.3428210411387458,11.16159085823259
Computer and Mathematical,1000,15380,36,14429.8,17159.081060670895,12888.58242874057,22844.56529448178,0.18914198815443703,11.22228374397368
Computer and Mathematical,1000,15500,37,1896.2,2389.533941071986,1794.8341788750483,3181.28132545025,0.2601697822339343,11.41452452753245
Computer and Mathematical,1000,15540,50,2431.4,1884.6021080441471,1415.5682072379905,2509.0455461517117,-0.22489014228668788,11.419986205455295
Computer and Mathematical,1000,15940,39,4029.0,4742.8880511096395,3562.4928503382953,6314.395006637688,0.17718740409770153,11.155564968929504
Computer and Mathematical,1000,15980,12,7515.6,9645.820301377506,7245.198598197101,12841.863204359783,0.2834398186941169,11.212170648873208
Computer and Mathematical,1000,16580,17,1927.8,1487.7255248262977,1117.4650315053282,1980.668007336326,-0.2282780761353368,11.100995151541529
Computer and Mathematical,1000,16620,54,1473.6,1628.7277915913485,1223.3750934378388,2168.389918457025,0.10527130265428107,11.193041551259666
Computer and Mathematical,1000,16700,45,12963.600000000002,15703.344019580501,11795.14468680529,20906.484824484578,0.2113412955953978,11.348402633993937
Computer and Mathematical,1000,16740,37,61098.8,71962.08557886214,54052.38593184805,95805.9791734049,0.17779867327774257,11.45420389362741
Computer and Mathematical,1000,16860,47,6335.2,7732.352792151896,5807.9489208879295,10294.388004562295,0.22053807175020465,11.312529656063989
Computer and Mathematical,1000,16980,17,186864.6,209856.3416533235,157627.9491908322,279390.07237098424,0.12303957867527339,11.537311344092616
Computer and Mathematical,1000,17020,6,2205.0000000000005,2535.4415147975606,1904.4287302551838,3375.5338663146363,0.14986009741385942,11.413822698310042
Computer and Mathematical,1000,17140,39,40806.4,46772.80280496132,35132.133372613265,62270.487790450636,0.14621242758394074,11.360073506284744
Computer and Mathematical,1000,17300,47,3007.0,3995.4343221815293,3001.06307662856,5319.280206799189,0.32871111479266024,10.971004452558068
Computer and Mathematical,1000,17460,39,32188.0,36055.085010128605,27081.80778942728,48001.5649322756,0.12014058065516979,11.295093381196963
Computer and Mathematical,1000,17660,16,1517.6,1936.8817798456812,1454.8366772090294,2578.6475470876244,0.27627950701481374,11.207213090539248
Computer and Mathematical,1000,17780,48,3682.6,4486.260650625584,3369.7340777142067,5972.736768298327,0.2182318608118135,11.211762484948784
Computer and Mathematical,1000,17820,8,22009.6,25371.564923904974,19057.168895681345,33778.17084015042,0.1527499329340368,11.46758687370976
Computer and Mathematical,1000,17860,29,1330.0000000000005,1116.3808417706678,838.5394561721056,1486.2821000241486,-0.16061590844310725,11.161699450975128
Computer and Mathematical,1000,17900,45,10617.0,11980.479189190673,8998.814856094497,15950.087194584632,0.12842414893008133,11.22425956395938
Computer and Mathematical,1000,18140,39,48912.8,55532.424700039985,41711.68786274794,73932.5199021675,0.13533522309170568,11.397044768498327
Computer and Mathematical,1000,18580,48,2680.6000000000004,3302.1405649329777,2480.3141095926876,4396.270725713265,0.2318662108979248,11.20825123982298
Computer and Mathematical,1000,19100,48,195876.2,225801.77047108012,169604.92936550576,300618.8542904695,0.15277798155712694,11.477475879234513
Computer and Mathematical,1000,19300,1,1528.4,2030.7809049150344,1525.366480592082,2703.6591771485223,0.3286972683296482,11.243777501435607
Computer and Mathematical,1000,19380,39,13550.4,15627.273918045918,11738.006675129458,20805.209680709675,0.15327030331546804,11.293235088011418
Computer and Mathematical,1000,19460,1,1549.6,1992.4663820795986,1496.5875568235926,2652.649533010458,0.2857939997932361,11.358482043107012
Computer and Mathematical,1000,19660,12,6555.0,8252.65655396175,6198.761103565962,10987.089042432732,0.2589865070879862,11.190309633993484
Computer and Mathematical,1000,19740,8,93661.8,105431.92647901611,79192.35711056109,140365.7060688025,0.12566624257718842,11.541731228219277
Computer and Mathematical,1000,19780,19,20035.6,20244.733049455237,15206.28696450429,26952.616190948345,0.010438072703349963,11.386607324735222
Computer and Mathematical,1000,19820,26,74176.6,84962.6724923188,63817.427280136944,113114.17624765044,0.14541071567473832,11.376472323716769
Computer and Mathematical,1000,20100,10,1770.6,2144.0640248867967,1610.4560506208327,2854.477488560844,0.21092512418773116,11.137439919065155
Computer and Mathematical,1000,20700,42,2391.6000000000004,2733.7801635331093,2053.405474056008,3639.5899772123007,0.14307583355624223,11.302858146791856
Computer and Mathematical,1000,20740,55,1558.4,1229.8056772670323,923.7354720072378,1637.2890829360438,-0.2108536465175615,11.063259898562336
Computer and Mathematical,1000,21140,18,1322.8,1691.2627647262364,1270.3465572987693,2251.6452088724873,0.27854759958137015,11.30670699092348
Computer and Mathematical,1000,21340,48,6535.4,8171.486745141697,6137.792583864741,10879.024456049936,0.25034225068728727,11.055855942830805
Computer and Mathematical,1000,21500,42,1915.4000000000003,2239.675831707138,1682.27228885688,2981.769279776688,0.1692992751942872,11.26236768289218
Computer and Mathematical,1000,21660,41,3943.8,4849.232252526356,3642.3704382424316,6455.975260519811,0.22958371431775343,11.185446380162874
Computer and Mathematical,1000,22180,37,3713.0,4397.484262944614,3303.0520807991993,5854.545241734906,0.18434803742111874,11.083017883367594
Computer and Mathematical,1000,22220,5,11097.4,13589.364545877028,10207.285838003538,18092.060092329077,0.22455390865220937,11.42669856033549
Computer and Mathematical,1000,22380,4,1767.0,2176.8403673770063,1635.0751191131392,2898.1139335129033,0.2319413510905525,11.261848007800062
Computer and Mathematical,1000,22500,45,739.8,596.7586700460977,448.2392315625562,794.4884900720413,-0.19335135165436915,11.095779695596155
Computer and Mathematical,1000,22660,8,8468.4,10046.012540646474,7545.79223983345,13374.655007603784,0.18629405090058032,11.571575749618397
Computer and Mathematical,1000,23060,18,4525.200000000001,5502.845325295002,4133.314325918881,7326.156272276533,0.2160446665992666,11.19357017677935
Computer and Mathematical,1000,23420,6,6387.2,8420.552328337017,6324.871500726604,11210.615347065353,0.3183479972972534,11.339717088738189
Computer and Mathematical,1000,23540,12,4545.0,5273.7624223983785,3961.2448621428953,7021.169116229685,0.1603437673043737,11.168883022962753
Computer and Mathematical,1000,23580,13,2272.8,2835.7283942644963,2129.9811467624795,3775.317700938606,0.24768056769821192,11.329982408012537
Computer and Mathematical,1000,24020,36,1040.6,1277.7292801289907,959.7319979042038,1701.091676493115,0.2278774554381999,11.281696521946731
Computer and Mathematical,1000,24140,37,1049.8,1243.8124216130877,934.2562614611791,1655.9368173132636,0.18480893657181158,10.994789630531946
Computer and Mathematical,1000,24300,8,986.2,1246.2390470750067,936.0789559387587,1659.1674800517899,0.26367780072501185,11.16517963379706
Computer and Mathematical,1000,24340,26,14911.4,17588.353574128443,13211.018936530689,23416.072820329668,0.1795239597977684,11.275676551030877
Computer and Mathematical,1000,24660,37,9359.0,11157.698859667204,8380.805531450924,14854.687103265334,0.1921892146241269,11.31238653894574
Computer and Mathematical,1000,24780,37,1635.2000000000005,1956.605743397721,1469.6518021660763,2604.9068421884153,0.19655439297805796,11.047241529625415
Computer and Mathematical,1000,24860,45,11326.4,13973.272121003605,10495.64769197122,18603.17147620888,0.23369050369081135,11.249242959285652
Computer and Mathematical,1000,25060,28,3768.0,4511.723848032994,3388.860073886397,6006.636933098708,0.19737894056077343,10.922145534535964
Computer and Mathematical,1000,25420,42,12537.8,14542.577487944696,10923.266112969446,19361.110294820428,0.1598986654711909,11.274917188953207
Computer and Mathematical,1000,25500,51,1725.1999999999998,1975.1059294369584,1483.547719544791,2629.536873740752,0.14485620764952387,11.305447345255184
Computer and Mathematical,1000,25540,9,25163.4,27397.614532108142,20578.981589945935,36475.53105430205,0.08878826120906319,11.524519322081538
Computer and Mathematical,1000,25860,37,2371.3999999999996,3034.246506985701,2279.0926901113644,4039.61273935948,0.27951695495728335,11.18352441003907
Computer and Mathematical,1000,26420,48,105207.4,125102.68976700338,93967.52211951729,166554.1735476752,0.18910542192852772,11.46920774938294
Computer and Mathematical,1000,26620,1,16343.8,19496.749820119196,14644.45947079839,25956.796446212178,0.1929141215702099,11.460738027407166
