occ_group,met2013,period,total_emp,emp_20_29,emp_30_54,emp_55_plus,mean_wage,share_foreign_born,share_college,n_obs,share_20_29,share_30_54,share_55_plus,log_emp,log_wage,occ_group_code,dominant_statefip
Architecture and Engineering,11700,P2,3340.5999999999995,631.2,1921.0,788.3999999999999,66497.70243417785,0.07357959647967431,0.6291085433754415,181.0,0.18894809315691796,0.575046398850506,0.2360055079925762,8.113905710555848,11.104922676185097,1300,37
Architecture and Engineering,11700,P3,3445.0,597.2,2100.8,747.0,74886.7184258875,0.09230769230769231,0.717910014513788,186.0,0.17335268505079826,0.609811320754717,0.21683599419448477,8.144679183447758,11.223731829694588,1300,37
Architecture and Engineering,12060,P1,40640.8,7006.6,26636.199999999997,6998.0,73239.90983807962,0.2109062813724139,0.693982401921222,1859.0,0.1724031023011358,0.6554054054054053,0.1721914922934588,10.612527767097985,11.20149576774017,1300,13
Architecture and Engineering,12060,P2,47810.2,9302.0,29475.0,9033.2,84078.08894475778,0.23501679557918606,0.710383976640968,2295.0,0.1945609932608523,0.6165002447176544,0.18893876202149334,10.774994284836666,11.339501276281556,1300,13
Architecture and Engineering,12060,P3,65987.4,14002.0,39361.2,12624.2,93463.47413445743,0.2720974004128061,0.7318609310262264,2733.0,0.2121920245380179,0.5964956946326117,0.1913122808293705,11.097219093692193,11.445325987984441,1300,13
Architecture and Engineering,12100,P1,1105.8,161.2,618.8,325.79999999999995,65991.98087180429,0.17580032555615846,0.5838307107976126,53.0,0.14577681316693797,0.5595948634472779,0.29462832338578404,7.008324333903833,11.097288511684244,1300,34
Architecture and Engineering,12100,P2,1446.4,163.6,955.8000000000001,327.0,86041.0674778761,0.1923396017699115,0.6139380530973452,69.0,0.113108407079646,0.6608130530973452,0.22607853982300882,7.276832989637912,11.362579990067559,1300,34
Architecture and Engineering,12100,P3,1640.7999999999997,407.0,800.5999999999999,433.20000000000005,98344.50055425546,0.13968795709410045,0.7908337396392005,79.0,0.24804973183812778,0.48793271574841546,0.2640175524134569,7.4029392067581705,11.496231905164365,1300,34
Architecture and Engineering,12220,P1,879.8,323.2,547.0,9.6,60109.183905433056,0.09024778358717891,0.5805864969311206,40.0,0.36735621732211865,0.6217322118663333,0.01091157081154808,6.779694608914619,11.003917919255517,1300,1
Architecture and Engineering,12220,P2,1544.4,476.59999999999997,873.4,194.39999999999998,63310.398860398855,0.14983164983164982,0.45441595441595445,53.0,0.30859880859880856,0.5655270655270654,0.12587412587412586,7.342390764390081,11.055804873635193,1300,1
Architecture and Engineering,12220,P3,858.6,301.6,437.4,119.6,66127.04402515723,0.15024458420684836,0.7155835080363382,32.0,0.35126950850221295,0.5094339622641509,0.13929652923363614,6.75530315579046,11.099333080216418,1300,1
Architecture and Engineering,12260,P1,4379.6,512.4000000000001,2865.3999999999996,1001.8,74619.93866434752,0.08023563795780435,0.6462690656680974,211.0,0.11699698602612112,0.6542606630742532,0.2287423508996255,8.38471267499927,11.220163024801446,1300,13
Architecture and Engineering,12260,P2,5050.2,983.0,3022.2000000000003,1045.0,80942.00885909254,0.09880796800126727,0.6414399429725555,237.0,0.19464575660369887,0.5984317452774148,0.20692249811888638,8.527183125445585,11.301488237235933,1300,13
Architecture and Engineering,12260,P3,5858.8,1335.6,3165.2000000000003,1358.0,86996.38759901666,0.13524953915477572,0.6852256434764797,260.0,0.22796477094285517,0.5402471495869462,0.23178807947019867,8.675700083444152,11.373621874924282,1300,13
Architecture and Engineering,12420,P1,25276.0,4507.8,17288.0,3480.2000000000003,80556.2223215374,0.257429973097009,0.6834625731919607,1227.0,0.17834309226143377,0.6839689824339295,0.13768792530463683,10.137610607893345,11.296710633561284,1300,48
Architecture and Engineering,12420,P2,30757.6,5456.8,20853.0,4447.799999999999,96434.24431072283,0.27964470569875416,0.7511249252217339,1563.0,0.17741306213748798,0.6779787759773195,0.1446081618851926,10.333892397168574,11.47661664895792,1300,48
Architecture and Engineering,12420,P3,41569.8,9464.0,26335.399999999998,5770.4,109934.3772647734,0.31294834230619345,0.8027702803477524,1776.0,0.22766527623418922,0.6335224129055227,0.13881231086028797,10.635129221073214,11.607638896435434,1300,48
Architecture and Engineering,12540,P1,4909.4,994.4,3152.6,762.4,86598.01646706586,0.15961217256691246,0.5979549435776266,243.0,0.2025502098016051,0.6421558642603985,0.1552939259379965,8.49890701372892,11.369032189750868,1300,6
