occ_group,met2013,period,total_emp,emp_20_29,emp_30_54,emp_55_plus,mean_wage,share_foreign_born,share_college,n_obs,share_20_29,share_30_54,share_55_plus,log_emp,log_wage,occ_group_code,dominant_statefip
Construction and Extraction,28100,P3,1708.0,312.0,1055.6,340.40000000000003,68576.81774613172,0.048711943793911,0.08934426229508198,88.0,0.18266978922716628,0.6180327868852459,0.19929742388758784,7.443078374348516,11.135709822871648,6200,17
Construction and Extraction,28140,P1,41741.4,8183.2,27804.199999999997,5754.0,40626.65817701744,0.16847542248223588,0.07383556852429482,1727.0,0.19604517337703095,0.6661060721489934,0.13784875447397546,10.639248721036603,10.612179735464105,6200,29
Construction and Extraction,28140,P2,50394.2,11137.8,31960.4,7296.0,46370.89618584861,0.1803342448138873,0.06939687503720667,2148.0,0.22101352933472504,0.6342079048779423,0.14477856578733267,10.827631368072243,10.744427304044736,6200,29
Construction and Extraction,28140,P3,47747.4,10424.4,30292.8,7030.2,53450.05659280681,0.18292514356802675,0.08552507571092875,1937.0,0.2183239296799407,0.6344387338368163,0.14723733648324305,10.773679894164626,10.886502975251636,6200,29
Construction and Extraction,28420,P1,2881.2,957.6,1652.4,271.2,43545.694290976055,0.20324864639733448,0.0894071914480078,104.0,0.3323615160349854,0.5735110370678884,0.0941274468971262,7.965962153015208,10.681566109217806,6200,53
Construction and Extraction,28660,P1,2521.6,630.8,1629.8000000000002,261.0,35395.3702814331,0.1924968274111675,0.011342005076142133,124.0,0.25015862944162437,0.6463356598984773,0.10350571065989848,7.83264889966356,10.474336307558657,6200,48
Construction and Extraction,28700,P1,2988.6,620.0,1623.8,744.8,38859.090134605554,0.007628990162617949,0.04249481362510875,144.0,0.2074549956501372,0.5433313257043432,0.24921367864551963,8.002560329307293,10.5676973087254,6200,47
Construction and Extraction,28940,P1,22307.600000000002,4344.0,14394.0,3569.6,34285.69909966125,0.1331743441697,0.06101059728523014,958.0,0.19473184026968385,0.6452509458659829,0.1600172138643332,10.012682706561524,10.44248361034217,6200,47
Construction and Extraction,28940,P2,23144.4,5153.8,13998.2,3992.3999999999996,39429.578026251824,0.1301913205786281,0.04355265204541919,925.0,0.22268021638063634,0.6048201724823283,0.17249961113703527,10.049508129603751,10.582271524969412,6200,47
Construction and Extraction,28940,P3,23413.2,5032.400000000001,13511.0,4869.8,45244.607590008396,0.12630481950352793,0.056070934344728623,935.0,0.21493858165479304,0.5770676370594365,0.20799378128577042,10.061055244863853,10.719838772745266,6200,47
Construction and Extraction,29100,P1,1835.0,534.6,980.8000000000001,319.6,39588.82602545969,0.0,0.04228882833787466,80.0,0.29133514986376025,0.5344959128065395,0.1741689373297003,7.51479976048867,10.586302186350574,6200,55
Construction and Extraction,29100,P2,1857.8,456.6,1105.2,296.0,47151.784367931636,0.05188933146732695,0.14791689094628055,86.0,0.24577457207449674,0.5948971902249973,0.15932823770050597,7.52714827095342,10.761127131840357,6200,55
Construction and Extraction,29100,P3,1884.7999999999997,653.2,954.5999999999999,277.0,43440.608581436085,0.11693548387096775,0.0580432937181664,77.0,0.34656196943972845,0.5064728353140917,0.14696519524617999,7.541576993457268,10.67914996421125,6200,55
Construction and Extraction,29180,P1,16589.2,4271.0,9741.0,2577.2,56303.82262186966,0.13133846116750658,0.04038772213247173,625.0,0.25745665854893546,0.5871892556603091,0.1553540857907554,9.716507160201408,10.93851770919177,6200,22
Construction and Extraction,29180,P2,17574.4,3442.8,11454.6,2677.0,56808.2415746363,0.125,0.0785688273852877,624.0,0.19589857975236707,0.651777585579024,0.15232383466860888,9.774198576693543,10.94743669232853,6200,22
Construction and Extraction,29180,P3,15020.8,3579.2,9003.2,2438.4,56933.224811249085,0.12744993608862376,0.04158233915636983,573.0,0.23828291435875587,0.5993821900298254,0.16233489561141884,9.61719118621665,10.949634365541078,6200,22
Construction and Extraction,29200,P1,1319.0000000000002,459.40000000000003,763.6,96.0,34960.66437177281,0.08369977255496587,0.0031842304776345714,52.0,0.3482941622441243,0.5789234268385139,0.07278241091736162,7.1846291527173145,10.461978833358147,6200,18
Construction and Extraction,29200,P2,3473.2,840.8,2071.4,561.0000000000001,36945.045281533006,0.10497523897270528,0.10900610388114708,142.0,0.2420822296441322,0.596395255096165,0.1615225152597029,8.15283163818649,10.517186824869121,6200,18
Construction and Extraction,29200,P3,2599.4,843.6,1406.6,349.19999999999993,46771.69085840623,0.2856813110717858,0.09579133646226051,112.0,0.32453643148418865,0.5411248749711471,0.13433869354466413,7.863035928147488,10.753033402694328,6200,18
Construction and Extraction,29340,P1,2304.6,572.8000000000001,1447.2,284.6,43722.11888394662,0.06899244988284302,0.07307124880673438,108.0,0.24854638548988983,0.6279614683676127,0.12349214614249762,7.742662404579914,10.685609405982207,6200,22
Construction and Extraction,29420,P1,3681.3999999999996,509.0,2391.8,780.6,30546.87277436064,0.174064214700929,0.027054924756885968,173.0,0.1382626174824795,0.6496984842722878,0.2120388982452328,8.211048393598622,10.327017595182124,6200,4
Construction and Extraction,29420,P2,4232.2,640.2,2703.3999999999996,888.5999999999999,38724.23239546902,0.13146826709512782,0.024006426917442463,162.0,0.15126884362742785,0.6387694343367515,0.2099617220358206,8.35047723140067,10.564220843151078,6200,4
Construction and Extraction,29420,P3,4395.799999999999,753.0,2546.6000000000004,1096.2,40749.375780274655,0.1386778288366168,0.042131125164930165,149.0,0.1712998771554666,0.5793257200054599,0.24937440283907372,8.388404818583172,10.615195800276215,6200,4
Construction and Extraction,29460,P1,13263.8,2695.8,8539.800000000001,2028.2,34126.97287943943,0.3133189583678886,0.0417376619068442,621.0,0.20324492226963617,0.6438426393642849,0.15291243836607912,9.492793798853675,10.437843344133041,6200,12
Construction and Extraction,29460,P2,17532.0,3272.4000000000005,11268.0,2991.6000000000004,34402.16645827401,0.3452772073921971,0.042311202372804016,715.0,0.18665297741273104,0.6427104722792608,0.17063655030800823,9.7717830615387,10.445874819816629,6200,12
Construction and Extraction,29460,P3,17261.2,3694.4,11042.0,2524.8,39822.02325963984,0.41000625680717445,0.04342687646281834,658.0,0.21402915208676104,0.6397006001900215,0.1462702477232174,9.756216487133768,10.592175386464007,6200,12
Construction and Extraction,29540,P1,12615.2,3328.6,7350.6,1936.0,43142.57654754005,0.06289238379098232,0.0633680005073245,492.0,0.26385630033610247,0.5826780391908174,0.15346566047308008,9.442657715091377,10.672265643415578,6200,42
Construction and Extraction,29540,P2,14141.2,4524.599999999999,7221.8,2394.8,47994.81108478147,0.06655729358187423,0.05599241931377817,527.0,0.3199587022317766,0.5106921619098803,0.169349135858343,9.5568478014791,10.778848181646156,6200,42
Construction and Extraction,29540,P3,12640.8,3955.8,6532.0,2153.0,54458.75130721952,0.08664008607050186,0.05529713309284224,494.0,0.3129390544902222,0.5167394468704513,0.17032149863932664,9.444684956837289,10.905198837342402,6200,42
Construction and Extraction,29620,P1,6839.4,1310.4,4279.4,1249.6,43363.29996066793,0.03289762259847355,0.07427552124455362,360.0,0.19159575401350998,0.6256981606573676,0.18270608532912244,8.830455287470787,10.67736873932157,6200,26
Construction and Extraction,29620,P2,7425.400000000001,1648.0,4475.0,1302.4,46591.148529122715,0.055943114175667295,0.08783365205914832,405.0,0.22194090554044224,0.602661136100412,0.17539795835914562,8.912661834273726,10.749165856344783,6200,26
Construction and Extraction,29620,P3,7694.400000000001,2235.2,4143.2,1316.0,50122.693477625035,0.07743293824079849,0.0749636098981077,412.0,0.29049698482012887,0.5384695362861301,0.1710334788937409,8.948248070523398,10.822229148141153,6200,26
Construction and Extraction,29700,P1,5644.6,1173.6,4072.6,398.4,31575.09710644612,0.5074938879637175,0.04390036495057223,269.0,0.2079155298869716,0.7215037380859582,0.07058073202707012,8.638454614905728,10.360124022635851,6200,48
Construction and Extraction,29700,P2,6231.4,1252.1999999999998,3994.2,985.0,39285.87701697182,0.5156465641749848,0.043938761754982826,300.0,0.2009500272811888,0.6409795551561447,0.15807041756266652,8.737356305637068,10.578620369835008,6200,48
Construction and Extraction,29700,P3,6232.800000000001,1250.7999999999997,3988.2,993.8000000000001,46244.897080838324,0.45568604800410717,0.04614298549608522,250.0,0.20068027210884345,0.639872930304197,0.1594467975869593,8.737580949016648,10.741706403466116,6200,48
Construction and Extraction,29740,P1,4834.200000000001,1588.1999999999998,2514.6,731.4,26543.4123910939,0.37776674527326126,0.031070290844400307,148.0,0.32853419386868554,0.5201687973191013,0.15129700881221295,8.483470934011205,10.186536875020257,6200,35
Construction and Extraction,29740,P2,4501.799999999999,1055.0,2851.6,595.1999999999999,32226.201840279486,0.4490648185170377,0.05313430183482163,127.0,0.23435070416277937,0.6334355146830157,0.13221378115420498,8.412232595779738,10.38053512238826,6200,35
Construction and Extraction,29740,P3,5566.6,1253.6,3176.6,1136.4,35209.60352819404,0.4063881004562928,0.03812021700858693,148.0,0.2252003018000215,0.5706535407609672,0.20414615743901124,8.62453973361712,10.469074151881046,6200,35
Construction and Extraction,29820,P1,40725.0,7639.8,29162.2,3923.0,42421.23669158758,0.4356488643339472,0.05304849600982198,1688.0,0.18759484346224678,0.7160761203192143,0.09632903621853899,10.614597433470246,10.65540438119649,6200,32
Construction and Extraction,29820,P2,52280.8,8913.4,36679.2,6688.200000000001,44059.628996786356,0.5086762253064222,0.04246683294823338,2096.0,0.17049088766813053,0.7015806950161435,0.12792841731572585,10.864384469839901,10.693299199912039,6200,32
Construction and Extraction,29820,P3,55572.0,11182.599999999999,36955.0,7434.4,49942.67501931822,0.5101633916360758,0.04032966241992371,2145.0,0.20122723673792556,0.6649931620240409,0.13377960123803354,10.925434756268752,10.81863112706319,6200,32
Construction and Extraction,29940,P1,1049.6,264.0,643.0000000000001,142.60000000000002,29805.625,0.15282012195121952,0.1781631097560976,35.0,0.25152439024390244,0.6126143292682928,0.1358612804878049,6.956164418189824,10.302452413070135,6200,20
Construction and Extraction,29940,P2,1862.6,489.79999999999995,996.9999999999999,375.79999999999995,44277.835708492654,0.21937077203908517,0.06217115859551165,59.0,0.26296574680554063,0.5352732739181788,0.20176097927628045,7.529728640087558,10.698239508222718,6200,20
Construction and Extraction,29940,P3,2140.8,444.2,1163.6000000000001,533.0,45254.10455595214,0.16881539611360236,0.03195067264573991,63.0,0.2074925261584454,0.5435351270553065,0.2489723467862481,7.668934869933909,10.720048653433144,6200,20
Construction and Extraction,30020,P3,841.2,286.0,419.59999999999997,135.6,41770.524364406774,0.1274369947693771,0.0454113171659534,46.0,0.33999048977650975,0.4988112220637184,0.16119828815977175,6.734829443828545,10.639946211025228,6200,40
Construction and Extraction,30140,P1,3149.2000000000003,587.4,2016.0,545.8,43193.28272371751,0.013844785977391083,0.019179474152165626,137.0,0.18652356153943855,0.6401625809729454,0.17331385748761588,8.054903731310311,10.67344026963545,6200,42
Construction and Extraction,30140,P2,2312.6,636.4000000000001,1272.2,403.99999999999994,47270.82066869301,0.0522355790019891,0.06148923289803684,119.0,0.27518809997405524,0.5501167517080343,0.17469514831791055,7.746127711694862,10.763648484937466,6200,42
Construction and Extraction,30140,P3,2336.8,868.0000000000001,1194.3999999999999,274.40000000000003,51301.34307722694,0.07454638822321123,0.05349195480999657,100.0,0.37144813420061623,0.5111263266004792,0.11742553919890449,7.756537751073531,10.845472211658779,6200,42
Construction and Extraction,30340,P1,2662.2000000000003,455.20000000000005,1947.3999999999999,259.6,41254.91038088124,0.011344001202013372,0.029223950116445043,103.0,0.17098640222372474,0.7315002629404251,0.09751333483585005,7.8869081276129185,10.6275254242147,6200,23
Construction and Extraction,30340,P2,2074.2,166.0,1389.4,518.8,43227.35519125683,0.03625494166425609,0.05052550380869733,77.0,0.0800308552695015,0.6698486163340084,0.25012052839649024,7.637330816155634,10.674228795851567,6200,23
Construction and Extraction,30340,P3,3097.8,419.79999999999995,1805.8,872.2000000000002,43076.36675235646,0.03221641164697527,0.06075279230421589,99.0,0.13551552714829876,0.5829298211634062,0.28155465168829497,8.038447461113659,10.670729790488961,6200,23
Construction and Extraction,30620,P1,1207.4,303.8,751.1999999999999,152.4,33061.14341463414,0.010601292032466457,0.031803876097399375,64.0,0.25161504058307105,0.6221633261553751,0.12622163326155375,7.096224566362326,10.406113956821521,6200,39
Construction and Extraction,30620,P2,1671.8000000000004,394.8,897.8,379.20000000000005,48158.106169296974,0.005383419069266657,0.113291063524345,101.0,0.23615264983849737,0.5370259600430672,0.2268213901184352,7.421656169265056,10.782244755482282,6200,39
Construction and Extraction,30620,P3,1636.6,265.2,1064.2,307.20000000000005,56800.75332146282,0.013931321031406575,0.07540021996822682,91.0,0.16204326041793962,0.6502505193694245,0.187706220212636,7.400376198093281,10.947304867323105,6200,39
Construction and Extraction,30700,P1,7635.199999999999,2010.4,4579.0,1045.8,35843.375427758096,0.14938704945515507,0.04825020955574183,243.0,0.26330678960603526,0.5997223386420789,0.13697087175188602,8.940524412463542,10.486914043116165,6200,31
Construction and Extraction,30700,P2,6492.799999999999,1665.2,3682.8,1144.8000000000002,44411.08325319411,0.12222769837358308,0.14456012814194188,236.0,0.25646870379497294,0.5672129127649089,0.17631838344011833,8.778449149631495,10.701244340089412,6200,31
Construction and Extraction,30700,P3,7296.6,2073.6,4135.0,1088.0,43018.027993779164,0.1942000383740372,0.1239207302031083,242.0,0.28418715566154096,0.5667022997012306,0.14911054463722828,8.89516376521501,10.669374562481881,6200,31
Construction and Extraction,30780,P1,14333.199999999999,3780.8,8790.199999999999,1762.1999999999998,37223.66077362754,0.18152261881505877,0.05019116456897273,548.0,0.26377919794602744,0.6132754723299751,0.12294532972399742,9.570333803638741,10.524699880373879,6200,5
Construction and Extraction,30780,P2,14318.2,3665.2,8806.8,1846.2,38562.133750766545,0.20478831137992204,0.032923132796021846,504.0,0.25598189716584485,0.6150773141875374,0.1289407886466176,9.569286734289918,10.560026083053637,6200,5
Construction and Extraction,30780,P3,15698.0,4166.6,9171.0,2360.4,46390.73856883719,0.2332271626958848,0.05483501082940501,538.0,0.2654223467957702,0.584214549624156,0.1503631035800739,9.66128859468676,10.74485511848211,6200,5
Construction and Extraction,31080,P1,267344.8,51252.600000000006,184968.4,31123.800000000003,36119.37346165834,0.6373484728335842,0.05897776953207992,11628.0,0.19170973215113968,0.6918720693276996,0.1164181985211607,12.496294490028752,10.49458466135773,6200,6
Construction and Extraction,31080,P2,297362.19999999995,52120.0,203203.2,42039.0,41899.95059242222,0.6104938690929782,0.05237989226606476,12622.0,0.17527446326399257,0.683352490666265,0.14137304606974258,12.602706203383367,10.643039926731067,6200,6
Construction and Extraction,31080,P3,280432.80000000005,48626.4,185534.2,46272.200000000004,48130.59025201913,0.6061202541214864,0.05434243069997517,11477.0,0.17339769099762936,0.6615994990600242,0.16500280994234626,12.544089403050373,10.781673225924827,6200,6
Construction and Extraction,31140,P1,22540.800000000003,4398.4,15035.6,3106.8,38716.18628586937,0.12657935831913683,0.07210924190800681,981.0,0.19513060760931286,0.6670393242475865,0.1378300681431005,10.023082279421777,10.564013041856468,6200,21
Construction and Extraction,31140,P2,24722.800000000003,4947.4,15365.8,4409.599999999999,43560.77183767656,0.1549824453540861,0.06530004692025175,1103.0,0.20011487371980516,0.621523452036177,0.17836167424401764,10.115481173765637,10.681912295844844,6200,21
Construction and Extraction,31140,P3,24245.8,4892.0,14862.2,4491.6,48688.35632292951,0.14951043067252887,0.08120169266429648,1062.0,0.20176690395862376,0.6129803924803472,0.18525270356102916,10.095998685489203,10.793195190605896,6200,21
Construction and Extraction,31180,P1,7859.4,2070.6,4747.8,1041.0,38660.75419444176,0.09379850879201976,0.03300506399979642,296.0,0.26345522558973966,0.6040919154133904,0.13245285899687,8.969465546631659,10.562580260964218,6200,48
Construction and Extraction,31180,P2,7829.0,2297.6000000000004,4348.0,1183.4,44036.376530181515,0.1994890790650147,0.0519095669945076,339.0,0.2934729850555627,0.555371056329033,0.1511559586154043,8.965590066907914,10.692771310661993,6200,48
Construction and Extraction,31180,P3,8038.799999999999,2473.6,4544.2,1021.0,54684.87658850116,0.1927650893168135,0.05674976364631537,336.0,0.3077076180524457,0.5652833756282032,0.12700900631935116,8.992035097302223,10.909342470996206,6200,48
Construction and Extraction,31340,P1,5374.4,709.1999999999999,3433.8,1231.4,31815.78396101826,0.04461893420660911,0.048377493301577854,254.0,0.13195891634415005,0.6389178326883002,0.2291232509675499,8.589402218858028,10.367717796602285,6200,51
Construction and Extraction,31340,P2,4885.599999999999,1133.0,2461.3999999999996,1291.2,37986.09684695494,0.03364990993941379,0.0579662682168004,232.0,0.2319060094972982,0.5038071065989848,0.2642868839037171,8.494047381908924,10.544975499312315,6200,51
Construction and Extraction,31340,P3,5476.8,1553.8,2533.6,1389.4,41165.05356633672,0.08727724218521764,0.07843996494303242,229.0,0.28370581361378905,0.462605901256208,0.2536882851300029,8.60827626777592,10.625344960990923,6200,51
Construction and Extraction,31460,P1,1993.1999999999998,451.79999999999995,1082.0,459.4,40256.67363045497,0.3490868954445113,0.04083885209713025,82.0,0.22667068031306442,0.5428456752960065,0.23048364439092917,7.597496666407249,10.603031073586019,6200,6
Construction and Extraction,31460,P2,3198.2000000000003,509.0,2176.0,513.1999999999999,45671.43918567501,0.41392033018572943,0.03414420611594021,116.0,0.15915202301294476,0.6803827152773434,0.16046526170971168,8.070343430525341,10.729228418397113,6200,6
Construction and Extraction,31460,P3,3414.2,528.2,2212.0,674.0,52004.123344252956,0.42112354285044806,0.06894733759006502,120.0,0.15470681272333198,0.647882373616074,0.197410813660594,8.135698483946653,10.859078289501664,6200,6
Construction and Extraction,31700,P1,8382.400000000001,1668.8,5883.0,830.6,43142.22713555828,0.11056499331933574,0.0947461347585417,329.0,0.19908379461729334,0.7018276388623782,0.0990885665203283,9.033889548653956,10.672257544376885,6200,33
Construction and Extraction,31700,P2,8247.6,1770.0,5068.0,1409.6,50806.43791231245,0.163926475580775,0.046025510451525295,358.0,0.2146078859304525,0.6144817886415441,0.17091032542800327,9.01767752791556,10.835778356094266,6200,33
Construction and Extraction,31700,P3,6095.6,1024.8,3952.3999999999996,1118.4,57564.72191116088,0.22360391101778332,0.04649255200472471,232.0,0.16812126779972436,0.6484021261237614,0.1834766060765142,8.715322478415706,10.960665192229438,6200,33
Construction and Extraction,31860,P3,697.5999999999999,288.59999999999997,382.40000000000003,26.599999999999998,52843.21428571428,0.16427752293577982,0.09489678899082571,44.0,0.41370412844036697,0.548165137614679,0.03813073394495413,6.54764587259477,10.875084587325794,6200,27
Construction and Extraction,31900,P1,1442.8,352.2,903.8,186.8,36997.68669461264,0.0,0.033545883005267535,77.0,0.24410867757138896,0.6264208483504297,0.12947047407818132,7.2743409490293836,10.518610667904568,6200,39
Construction and Extraction,31900,P2,2051.0,374.4,1183.4,493.20000000000005,45503.967790874085,0.014529497805948319,0.08815212091662604,102.0,0.1825450999512433,0.5769868356899074,0.24046806435884938,7.62608275807238,10.725554805332012,6200,39
Construction and Extraction,31900,P3,2323.0,544.4,1345.3999999999999,433.2,50884.03947761938,0.0,0.05458458889367198,98.0,0.23435213086526044,0.57916487300904,0.18648299612569952,7.750614732770409,10.837304587111415,6200,39
Construction and Extraction,32580,P1,22881.199999999997,4818.6,15866.2,2196.4,31001.44972720187,0.6241892907714631,0.0244305368599549,731.0,0.21059210181284202,0.6934164292082584,0.09599146897889972,10.038070891670857,10.341789247767425,6200,48
Construction and Extraction,32580,P2,25145.0,5594.799999999999,16811.0,2739.2,39510.62227074235,0.6183813879498906,0.062008351560946515,775.0,0.222501491350169,0.668562338437065,0.10893617021276596,10.132414348606066,10.584324832983825,6200,48
Construction and Extraction,32580,P3,30559.4,7880.6,19432.4,3246.3999999999996,45356.970067295624,0.5588329613801317,0.05065544480585352,1014.0,0.25787809970091036,0.6358894480912584,0.10623245220783128,10.327427609579864,10.722319138712376,6200,48
Construction and Extraction,32780,P1,3555.6000000000004,682.0,2414.0,459.6,36277.889178019286,0.09455506806164922,0.0752615592305096,144.0,0.19181010237372031,0.6789290133873326,0.129260884238947,8.17627910436752,10.498963721114729,6200,41
Construction and Extraction,32780,P2,3932.8,842.8,2361.2,728.8,42065.4203293302,0.1251525630593979,0.03931041497152156,163.0,0.21430024410089502,0.6003864930838079,0.18531326281529698,8.277106919371716,10.646981312311793,6200,41
Construction and Extraction,32780,P3,4013.3999999999996,894.3999999999999,2693.6000000000004,425.4,45970.8602516151,0.1777046892908756,0.08556336273483829,164.0,0.2228534409727413,0.6711516419993024,0.10599491702795635,8.297394041352417,10.735763001951593,6200,41
Construction and Extraction,32820,P1,22090.2,4055.4,14858.4,3176.3999999999996,34837.41564108302,0.272763487881504,0.056586178486387625,923.0,0.1835836705869571,0.6726240595377135,0.1437922698753293,10.002889350243706,10.458447250289835,6200,47
Construction and Extraction,32820,P2,21858.399999999998,4301.200000000001,14543.599999999999,3013.6,37540.439819662926,0.3116879552025766,0.051632324415327745,890.0,0.19677561029169569,0.6653551952567434,0.13786919445156096,9.992340566005128,10.533174026099116,6200,47
Construction and Extraction,32820,P3,20494.0,5491.4,11941.8,3060.8,40423.8887140576,0.3569434956572656,0.04941934224651117,813.0,0.2679515955889529,0.5826973748414169,0.14935102956963014,9.927887439359663,10.607176194000846,6200,47
Construction and Extraction,32900,P1,4443.6,679.8,3395.0,368.79999999999995,38563.8722353771,0.48123143397245466,0.02200918174453146,192.0,0.1529840669727248,0.7640201638311278,0.08299576919614725,8.399220137707568,10.560071164724564,6200,6
Construction and Extraction,32900,P2,5809.4,1105.0,3962.6,741.8000000000001,43105.23941202153,0.5444624229696698,0.02251523393121493,222.0,0.1902089716666093,0.6821014218335801,0.12768960649981068,8.667232574289468,10.67139983278755,6200,6
Construction and Extraction,32900,P3,7330.0,912.2,5576.6,841.2,53644.5790447554,0.5594270122783084,0.018963165075034108,253.0,0.1244474761255116,0.7607912687585267,0.1147612551159618,8.899730794880696,10.890135699985448,6200,6
Construction and Extraction,33100,P1,128743.4,18549.8,90676.19999999998,19517.4,31368.569002275868,0.6807681015104464,0.07724046436555196,4949.0,0.14408350253294538,0.7043172698561634,0.15159922761089115,11.765576555076112,10.35356168338543,6200,12
Construction and Extraction,33100,P2,160810.8,24788.0,105960.2,30062.600000000002,34436.125179373536,0.7179878465874183,0.09701835946341913,5734.0,0.154143875908832,0.6589122123638462,0.18694391172732183,11.987983797650696,10.446861442902309,6200,12
Construction and Extraction,33100,P3,161351.0,26315.2,101789.20000000001,33246.6,39310.868665067836,0.7260333062701811,0.11092710922151088,5490.0,0.16309288445686734,0.6308557120811151,0.20605140346201758,11.99133739516775,10.57925631598574,6200,12
Construction and Extraction,33140,P1,2365.8,155.4,1796.6,413.8,52926.6284963394,0.026629469946741056,0.060698283878603425,137.0,0.06568602586862794,0.7594048524811902,0.17490912165018174,7.768871510111636,10.876661865418004,6200,18
Construction and Extraction,33140,P2,2687.8,581.8,1509.1999999999998,596.8000000000001,55137.440495080926,0.06942480839348165,0.023067192499441922,142.0,0.21645955800282757,0.5615001116154474,0.22204033038172485,7.896478294112963,10.917584265203017,6200,18
Construction and Extraction,33140,P3,2832.3999999999996,893.8000000000001,1451.4,487.2,57161.256818351634,0.0518994492303347,0.05811326083886458,118.0,0.3155627736195453,0.5124276232170598,0.17200960316339503,7.948879687777619,10.953631619526913,6200,18
Construction and Extraction,33260,P1,7992.6,2330.6000000000004,4656.8,1005.1999999999999,60806.30270725207,0.2743037309511298,0.07471911518154294,281.0,0.2915947251207367,0.5826389410204439,0.12576633385881938,8.986271392585472,11.01544872552985,6200,48
Construction and Extraction,33260,P2,7569.2,1912.6000000000001,4501.6,1155.0,71379.30875576039,0.3355968926702954,0.0735612746393278,215.0,0.25268192147122553,0.5947259948211172,0.15259208370765734,8.931842660529895,11.175763312992784,6200,48
Construction and Extraction,33260,P3,6585.4,1461.8000000000002,4224.0,899.5999999999999,77064.7259593081,0.2859355544082364,0.05818932790718864,154.0,0.22197588605096125,0.6414188963464634,0.13660521760257538,8.792610356447947,11.252400944606265,6200,48
Construction and Extraction,33340,P1,25252.8,4736.6,16596.6,3919.6000000000004,42008.451741598896,0.10984128492682001,0.06430970031046063,782.0,0.1875673192675664,0.6572182094658809,0.15521447126655263,10.136692319644652,10.645626108963905,6200,55
Construction and Extraction,33340,P2,25874.2,4445.0,16698.8,4730.4,48368.364566025455,0.15402215334193908,0.08406829969622248,764.0,0.17179275108022662,0.6453842051155204,0.18282304380425288,10.161001612215307,10.786601254330096,6200,55
Construction and Extraction,33340,P3,26372.199999999997,6381.0,15472.6,4518.6,56431.928460737254,0.1587429186795186,0.1136423961595923,733.0,0.24195933596742025,0.5867011474203897,0.17133951661219013,10.180065704005434,10.940790384767652,6200,55
Construction and Extraction,33460,P1,62858.8,14030.800000000001,40078.4,8749.599999999999,44780.69947772524,0.08549638236810121,0.0921780243975386,2218.0,0.2232113880634056,0.6375940997919146,0.1391945121446798,11.04864622012798,10.709532510346186,6200,27
Construction and Extraction,33460,P2,73666.8,14192.800000000001,47132.6,12341.4,52039.797922562684,0.12686040387257216,0.0947183806002161,2739.0,0.1926620947292403,0.6398078917504221,0.1675300135203375,11.207307501784893,10.859764049501353,6200,27
Construction and Extraction,33460,P3,68361.6,15191.6,41080.8,12089.2,60779.00528394742,0.11081367317324345,0.08361419276318868,2427.0,0.22222417263492955,0.6009338576042691,0.17684196976080138,11.132566542455915,11.01499970049197,6200,27
Construction and Extraction,33660,P1,8368.0,1705.4,5291.8,1370.8000000000002,40011.040830340164,0.040391969407265776,0.035301147227533455,324.0,0.20380019120458892,0.6323852772466539,0.1638145315487572,9.032170186304704,10.596910715767857,6200,1
Construction and Extraction,33660,P2,9444.4,2143.6000000000004,5653.8,1647.0,43025.312666634345,0.06433442039727247,0.039981364618186445,343.0,0.22697047986108174,0.5986404641904197,0.1743890559484986,9.15317725224281,10.669543888145359,6200,1
Construction and Extraction,33660,P3,10096.4,2260.8,6289.0,1546.6,43894.959918315915,0.08902182956301256,0.037597559526167744,363.0,0.22392139772592215,0.6228952894100868,0.15318331286399112,9.219934203647504,10.689554784233476,6200,1
Construction and Extraction,33700,P1,10781.8,1530.0,8197.0,1054.8,39264.21061535208,0.462631471553915,0.05110463929956038,449.0,0.1419058042256395,0.760262664861155,0.0978315309132056,9.285614806405329,10.57806871157918,6200,6
Construction and Extraction,33700,P2,14029.2,2577.3999999999996,9755.400000000001,1696.3999999999999,50073.72983423663,0.45315484845892845,0.025760556553474184,535.0,0.18371681920565675,0.6953639551791977,0.12091922561514554,9.548896150800774,10.82125179494495,6200,6
Construction and Extraction,33700,P3,15764.400000000001,2998.0,10467.8,2298.6,58943.6676241738,0.4992134175737738,0.03065134099616858,578.0,0.19017533176016846,0.6640151226814848,0.14580954555834663,9.665509512263462,10.98433748075838,6200,6
Construction and Extraction,33740,P1,3760.6,1048.2,2245.4,467.0,47983.97329867674,0.027336063394139232,0.07073339360740308,152.0,0.27873211721533797,0.5970855714513642,0.12418231133329788,8.232333798121374,10.77862234452558,6200,22
Construction and Extraction,33740,P2,2613.8,604.6,1559.8000000000002,449.4,63346.553682037156,0.053485347004361465,0.06649322825005739,104.0,0.2313107353278751,0.5967556813834265,0.17193358328869843,7.868560380162935,11.056375783038817,6200,22
Construction and Extraction,33740,P3,3157.6,647.6,1966.6000000000001,543.4,59615.99527876137,0.1408031416265518,0.05523182163668609,109.0,0.20509247529769448,0.6228147960476311,0.17209272865467443,8.057567524348638,10.99567919420716,6200,22
Construction and Extraction,33780,P1,3064.6000000000004,473.0,2114.4,477.20000000000005,54609.44061302682,0.019121581935652287,0.051099654114729484,153.0,0.15434314429289303,0.6899432226065392,0.15571363310056777,8.027672334144077,10.907962051787141,6200,26
Construction and Extraction,33780,P2,3336.0,472.0,2335.3999999999996,528.6,57619.27573996125,0.011690647482014389,0.06516786570743406,149.0,0.14148681055155876,0.7000599520383692,0.15845323741007195,8.112527763478637,10.961612438964957,6200,26
