met2013,occ_group,occ_group_code,dominant_statefip,total_emp,emp_projected,metro_demand_current,metro_demand_projected,metro_supply_projected,growth_rate_regression,stock_gap,stock_gap_pct,gap_severity,gap_category
24300,Architecture and Engineering,1300,8,1448.8,1601.7711331733394,5675.440061574344,5787.835924438761,6274.679775459211,0.10558471367568986,-486.8438510204496,-0.08411500556966087,0.0,Moderate Surplus
24340,Architecture and Engineering,1300,26,14590.2,15694.987909757963,56722.96900020183,57846.30516018953,61018.10205917283,0.0757212313578952,-3171.7968989833025,-0.05483145189999392,0.0,Moderate Surplus
24660,Architecture and Engineering,1300,37,6896.4,7691.6712939105055,26806.78046442876,27337.65933694401,29898.054605360423,0.1153168745882643,-2560.395268416414,-0.09365817449324587,0.0,Moderate Surplus
24780,Architecture and Engineering,1300,37,1592.0,1739.8412727114576,6184.792697139295,6307.275730047881,6759.1442196277385,0.09286512104991054,-451.86848957985785,-0.07164241883816098,0.0,Moderate Surplus
24860,Architecture and Engineering,1300,45,14367.8,15840.170589292213,55969.18337856886,57077.59164143509,61704.74341652229,0.10247710778909878,-4627.151775087201,-0.08106774728960624,0.0,Moderate Surplus
25060,Architecture and Engineering,1300,28,2860.3999999999996,3226.573455666437,11122.04299657129,11342.30285410699,12545.828802096814,0.1280147726424407,-1203.5259479898232,-0.10610948794706469,0.0,Large Surplus
25420,Architecture and Engineering,1300,42,4914.4,5656.570669735355,19275.192683814817,19656.916724606515,22186.124366914457,0.15101958931616385,-2529.2076423079416,-0.12866756662513004,0.0,Large Surplus
25500,Architecture and Engineering,1300,51,1114.2,1199.0803394012107,4356.564701909314,4442.841685453023,4688.450082021858,0.07618052360546641,-245.6083965688349,-0.055281825002456944,0.0,Moderate Surplus
25540,Architecture and Engineering,1300,9,18078.800000000003,18405.48875177514,70237.35715658903,71628.33094492662,71506.56498772111,0.018070267483192376,121.76595720551268,0.001699969210494877,0.3399938420989754,Balanced
25860,Architecture and Engineering,1300,37,2821.2,3230.3114686821177,10975.93950022746,11193.305938334726,12567.596500477044,0.14501328111517012,-1374.2905621423179,-0.12277789687099151,0.0,Large Surplus
25940,Architecture and Engineering,1300,45,879.2,683.8859459823668,3448.3958881222516,3516.6875848256946,2682.3356279233276,-0.22214974296819065,834.351956902367,0.23725506937339214,47.451013874678424,Severe Shortage
26380,Architecture and Engineering,1300,22,1224.4000000000003,924.0254210276798,4804.27693623881,4899.4203693170875,3625.6729979921897,-0.24532389657981085,1273.7473713248978,0.2599791965804398,51.99583931608795,Severe Shortage
26420,Architecture and Engineering,1300,48,101451.2,110684.5356503604,396538.1579657447,404391.16107029386,432628.119549968,0.09101258191485563,-28236.958479674126,-0.06982585476136506,0.0,Moderate Surplus
26620,Architecture and Engineering,1300,1,16574.4,18008.084805704308,65092.56029707667,66381.64702890175,70723.0636433402,0.08649995207695639,-4341.416614438451,-0.06540085714577483,0.0,Moderate Surplus
26900,Architecture and Engineering,1300,18,23342.0,26576.338058552104,91239.62890518949,93046.52964010506,103882.06760865211,0.1385630219583628,-10835.537968547054,-0.11645289738862764,0.0,Large Surplus
26980,Architecture and Engineering,1300,19,1609.8,1762.0213582968336,6316.359850406789,6441.448426419641,6913.629620515191,0.09455917399480285,-472.1811940955504,-0.07330357441951972,0.0,Moderate Surplus
27060,Architecture and Engineering,1300,36,1226.6,1230.530025823807,4813.673585840703,4909.003109253576,4829.0965937485225,0.003203999530251916,79.9065155050539,0.016277544284791428,3.2555088569582855,Balanced
27100,Architecture and Engineering,1300,26,1620.4,1772.2983778795328,6276.899987610278,6401.207104339021,6865.304656969733,0.09374128479358969,-464.097552630712,-0.07250156807395378,0.0,Moderate Surplus
27140,Architecture and Engineering,1300,28,4268.0,4642.686890826354,16679.457541130294,17009.77589567313,18143.743878233458,0.08778980572313826,-1133.967982560327,-0.06666566270569037,0.0,Moderate Surplus
27260,Architecture and Engineering,1300,12,13098.2,15376.11876848984,51400.79344758525,52418.72976067785,60339.947843572794,0.17391082503625221,-7921.218082894942,-0.15111427001493424,0.0,Large Surplus
27500,Architecture and Engineering,1300,55,1376.4,1592.83110316183,5373.807306990601,5480.229664126511,6218.808065223003,0.15724433533989385,-738.5784010964917,-0.13477143228708335,0.0,Large Surplus
27620,Architecture and Engineering,1300,29,579.4,426.5341010015601,2274.7809530559425,2319.8304937562875,1674.6145129223137,-0.2638348274049705,645.2159808339738,0.27813065763664274,55.626131527328546,Severe Shortage
27780,Architecture and Engineering,1300,42,1063.1999999999998,1143.9495249959596,4146.656849967392,4228.776838831382,4461.593429120994,0.07594951560944296,-232.81659028961258,-0.05505530302562649,0.0,Moderate Surplus
27900,Architecture and Engineering,1300,29,888.8,1023.9069428424388,3469.954027444548,3538.6726594419233,3997.423514901615,0.15201051174891855,-458.7508554596916,-0.12963924601379778,0.0,Large Surplus
28020,Architecture and Engineering,1300,26,4740.800000000001,5031.300282323697,18383.748966780022,18747.818942920498,19510.243285253182,0.0612766373446877,-762.4243423326843,-0.04066736214244212,0.0,Moderate Surplus
28140,Architecture and Engineering,1300,29,24985.199999999997,27774.178962464222,98324.10198929872,100271.30293998422,109299.55353466723,0.11162524064102851,-9028.250594683006,-0.09003822958286202,0.0,Moderate Surplus
28940,Architecture and Engineering,1300,47,9182.2,10273.543414418562,36047.5227093383,36761.404342318994,40331.923671519464,0.11885424129495777,-3570.5193292004697,-0.09712684792866194,0.0,Moderate Surplus
29100,Architecture and Engineering,1300,55,976.0,1084.7286116256569,3797.132622510568,3872.3306675762246,4220.141800998338,0.11140226600989434,-347.81113342211347,-0.08981958496840249,0.0,Moderate Surplus
29180,Architecture and Engineering,1300,22,4540.4,4681.013549828002,17698.831765917872,18049.337708442206,18246.954301909045,0.030969418956039725,-197.61659346683882,-0.010948689456589188,0.0,Balanced
29200,Architecture and Engineering,1300,18,2614.6,2493.227887305243,10143.300482887103,10344.177418895286,9672.439238602794,-0.04642091053880407,671.738180292492,0.0649387721314075,12.9877544262815,Moderate Shortage
29420,Architecture and Engineering,1300,4,857.2,1004.2936236203884,3348.755807799362,3415.0742420452216,3923.3948959806844,0.17159778770460613,-508.3206539354628,-0.14884615030537066,0.0,Large Surplus
29460,Architecture and Engineering,1300,12,4046.4,5200.109940741393,15855.6210071689,16169.624183137175,20376.37712930186,0.28512009211679346,-4206.752946164686,-0.2601639282718633,0.0,Large Surplus
29540,Architecture and Engineering,1300,42,5086.8,5769.153683410748,19919.045749845933,20313.520594122358,22591.02700278188,0.13414203102358027,-2277.506408659523,-0.11211775911057541,0.0,Large Surplus
29620,Architecture and Engineering,1300,26,5107.0,5556.372539172332,19893.645597574614,20287.61741970642,21644.117114233435,0.0879914899495461,-1356.499694527014,-0.06686343036069751,0.0,Moderate Surplus
29700,Architecture and Engineering,1300,48,747.0,952.0318366049318,2952.7856475462117,3011.262327258967,3763.2475811701506,0.2744736768472982,-751.9852539111835,-0.24972425919321545,0.0,Large Surplus
29740,Architecture and Engineering,1300,35,2851.2,3160.6250350956934,11176.227238088137,11397.560155071717,12389.121635318379,0.10852449322940994,-991.5614802466625,-0.08699769659083,0.0,Moderate Surplus
29820,Architecture and Engineering,1300,32,13349.2,16038.268667359996,52521.65320725154,53561.786917985715,63101.6379252547,0.20144043593323913,-9539.851007268982,-0.17810927446980973,0.0,Large Surplus
29940,Architecture and Engineering,1300,20,1237.2,1306.0543701159404,4875.990163720628,4972.553798579589,5147.355530205031,0.055653386773310984,-174.8017316254418,-0.035153311297581924,0.0,Moderate Surplus
30140,Architecture and Engineering,1300,42,828.3999999999999,968.8586498283476,3228.583714959955,3292.522272769738,3776.0034511514887,0.1695541403046206,-483.48117838175085,-0.14684218915701866,0.0,Large Surplus
30340,Architecture and Engineering,1300,23,858.5999999999999,1004.1747604327132,3366.909694479914,3433.587646531559,3937.765823262226,0.1695489872265471,-504.178176730667,-0.14683713614823926,0.0,Large Surplus
30620,Architecture and Engineering,1300,39,967.2,992.4239793361602,3738.2079997231526,3812.2391072913997,3835.69815826253,0.026079383101902543,-23.459050971130182,-0.006153614794586656,0.0,Balanced
30700,Architecture and Engineering,1300,31,2748.2,3103.674027243096,10696.738473325695,10908.575641457277,12080.339631712732,0.12934794674444958,-1171.7639902554547,-0.10741677270882624,0.0,Large Surplus
30780,Architecture and Engineering,1300,5,5059.6,5754.927826736062,19870.44052916029,20263.952800374638,22601.184111544113,0.13742743037711716,-2337.231311169475,-0.11533935822858137,0.0,Large Surplus
31080,Architecture and Engineering,1300,6,134919.8,146229.45514407213,528030.8712125918,538487.9432184806,572293.0703771205,0.08382502156149163,-33805.12715863995,-0.06277787197349413,0.0,Moderate Surplus
31140,Architecture and Engineering,1300,21,12868.4,14323.930958300867,50191.73527604545,51185.7275187278,55868.86876157014,0.11310893027111898,-4683.141242842343,-0.09149310696285166,0.0,Moderate Surplus
31180,Architecture and Engineering,1300,48,2234.0,2629.5764449184303,8777.095776617478,8950.916527529063,10331.264238579392,0.17707092431442717,-1380.3477110503281,-0.15421300230037768,0.0,Large Surplus
31340,Architecture and Engineering,1300,51,2000.8,2226.3061850437393,7812.9795312150445,7967.707017793301,8693.564901021686,0.11270800931814244,-725.8578832283847,-0.0910999716238832,0.0,Moderate Surplus
31700,Architecture and Engineering,1300,33,4568.8,3336.5198172491837,17844.661308126368,18198.05524471809,13031.663913207705,-0.26971637689345485,5166.391331510384,0.28389799140817024,56.779598281634044,Severe Shortage
31900,Architecture and Engineering,1300,39,855.6000000000001,1007.604171619352,3325.132660392485,3390.983264125193,3915.8690273483185,0.17765798459484783,-524.8857632231257,-0.15478866226682364,0.0,Large Surplus
32580,Architecture and Engineering,1300,48,2696.2,3342.4595943129625,10575.678643752926,10785.118354796525,13110.592147905449,0.2396927506538694,-2325.473793108924,-0.21561875508530726,0.0,Large Surplus
32780,Architecture and Engineering,1300,41,1177.8,1378.0773338462143,4599.663271573842,4690.754555542208,5381.806501851619,0.17004358451877596,-691.0519463094106,-0.1473221286952481,0.0,Large Surplus
32820,Architecture and Engineering,1300,47,7148.6,8022.766577236306,27941.64835792866,28495.002043805194,31358.492929927503,0.12228500367013202,-2863.4908861223084,-0.10049098721664526,0.0,Large Surplus
32900,Architecture and Engineering,1300,6,748.6,966.6502052822848,2919.9132914674765,2977.7389702383184,3770.417823408373,0.2912773247158493,-792.6788531700545,-0.26620159157423184,0.0,Large Surplus
33100,Architecture and Engineering,1300,12,38346.2,44759.593338836385,151091.8137639364,154084.02134528765,176361.8856862217,0.16724977543632455,-22277.86434093406,-0.14458257349742631,0.0,Large Surplus
33140,Architecture and Engineering,1300,18,1282.2,1434.2383039751503,4968.263908886776,5066.654924018486,5557.381377618718,0.11857612227043382,-490.72645360023216,-0.09685412978767166,0.0,Moderate Surplus
33260,Architecture and Engineering,1300,48,3885.6,4208.9959744426815,15069.76627752142,15368.206462872837,16324.013176312468,0.0832293531096051,-955.8067134396315,-0.062193771000455374,0.0,Moderate Surplus
33340,Architecture and Engineering,1300,55,21313.6,22358.496315079807,82939.1364405171,84581.65503014618,87005.21622256227,0.049024862767425875,-2423.561192416091,-0.028653508749057904,0.0,Moderate Surplus
33460,Architecture and Engineering,1300,27,55075.8,58079.03994021771,214736.51489821536,218989.13594938145,226445.9277104755,0.05452921138172683,-7456.791761094035,-0.03405096663250749,0.0,Moderate Surplus
33660,Architecture and Engineering,1300,1,3246.0,3636.131675723136,12683.687750762167,12934.874269090808,14208.120392953742,0.12018843984076899,-1273.2461238629348,-0.0984351372402193,0.0,Moderate Surplus
33700,Architecture and Engineering,1300,6,3342.2,3876.4008046736167,13168.92116116981,13429.717194753955,15273.776729651749,0.1598350800890482,-1844.0595348977931,-0.13731186652375207,0.0,Large Surplus
33740,Architecture and Engineering,1300,22,896.0,1052.728294218045,3518.684732073873,3588.3684222051343,4134.1729641598295,0.17491997122549666,-545.8045419546952,-0.1521038192670545,0.0,Large Surplus
33780,Architecture and Engineering,1300,26,1969.4,2061.650721960844,7631.579065315424,7782.714114713903,7989.057829648016,0.04684204425756258,-206.34371493411345,-0.02651307909974524,0.0,Moderate Surplus
