met2013,soc_code,soc_title,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
17140,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,3203.19,0.00,0.00,0.00,0.00
17140,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,1023.31,580.70,0.00,0.00,0.00
17140,31-9,Medical Assistants,Healthcare Support,3600,high,400.09,227.04,0.00,0.00,0.00
17140,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,high,137.80,0.00,0.00,0.00,0.00
17140,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,290.54,0.00,0.00,0.00,0.00
17140,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,670.38,0.00,0.00,0.00,0.00
17140,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,high,112.19,0.00,0.00,0.00,0.00
17140,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,209.03,102.11,0.00,0.00,0.00
17140,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,high,140.28,68.52,0.00,0.00,0.00
17140,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,675.39,329.91,0.00,0.00,0.00
17140,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,1330.34,649.83,0.00,0.00,0.00
17140,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,high,1831.43,1706.72,1513.01,1335.05,1170.94
17140,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,4890.96,4557.94,4040.62,3565.35,3127.09
17140,51-3,Bakers,Production,7700,high,1888.96,1760.34,1560.54,1376.99,1207.73
17140,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,4536.86,4227.95,3748.08,3307.22,2900.69
17140,51-5,Printing Press Operators,Production,7700,high,724.76,675.41,598.75,528.32,463.38
17140,51-6,Laundry and Dry-Cleaning Workers,Production,7700,high,853.80,795.66,705.36,622.39,545.88
17140,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,8081.26,7531.01,6676.25,5890.96,5166.84
17140,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,high,578.26,497.23,371.46,256.03,149.71
17140,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,3893.34,3347.74,2500.96,1723.83,1007.96
17140,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,7707.64,6627.53,4951.16,3412.68,1995.45
17300,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,2014.24,1768.51,1400.89,1078.16,793.22
17300,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,650.61,470.88,193.97,0.00,0.00
17300,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,221.72,160.47,66.10,0.00,0.00
17300,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,236.70,171.31,70.57,0.00,0.00
17300,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,high,722.13,659.16,561.32,471.40,388.44
17300,33-9,Security Guards,Protective Service,3700,high,372.38,339.91,289.46,243.09,200.31
17300,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,602.62,514.04,379.47,259.10,150.91
17300,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,1595.66,1361.13,1004.80,686.07,399.59
17300,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,670.99,575.29,426.61,289.98,163.97
17300,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,375.23,321.72,238.57,162.16,91.70
17300,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,625.47,536.26,397.66,270.30,152.84
17460,11-1,General and Operations Managers,Management,10,high,1968.30,0.00,0.00,0.00,0.00
17460,11-2,Marketing Managers,Management,10,high,602.89,0.00,0.00,0.00,0.00
17460,11-3,Financial Managers,Management,10,high,1503.08,0.00,0.00,0.00,0.00
17460,11-9,"Managers, All Other",Management,10,high,1729.48,0.00,0.00,0.00,0.00
17460,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,8730.35,8150.54,7237.44,6384.56,5585.56
17460,13-2,Accountants and Auditors,Business and Financial Operations,500,high,3533.96,3299.26,2929.64,2584.41,2260.98
17460,15-1,Software Developers,Computer and Mathematical,1000,high,9383.43,8136.23,6223.53,4493.33,2921.34
17460,15-2,Data Scientists,Computer and Mathematical,1000,high,917.94,795.93,608.82,439.56,285.78
17460,17-1,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,high,201.96,0.00,0.00,0.00,0.00
17460,17-2,Mechanical Engineers,Architecture and Engineering,1300,high,1867.37,0.00,0.00,0.00,0.00
17460,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,high,587.24,0.00,0.00,0.00,0.00
17460,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,high,370.23,333.70,276.17,222.43,172.08
17460,19-2,Chemists,"Life, Physical, and Social Science",1600,high,260.76,235.03,194.51,156.66,121.20
17460,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,high,284.02,256.00,211.86,170.64,132.01
17460,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,high,327.64,295.31,244.40,196.84,152.28
17460,19-5,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,high,183.93,165.78,137.20,110.50,85.49
17460,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,3557.31,2717.40,1460.80,357.62,0.00
17460,23-1,Lawyers,Legal,2100,high,990.60,881.77,710.39,550.30,400.31
17460,23-2,Paralegals and Legal Assistants,Legal,2100,high,536.03,477.15,384.41,297.78,216.62
17460,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,774.34,544.01,189.18,0.00,0.00
17460,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,2748.15,1930.70,671.40,0.00,0.00
17460,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,745.15,523.50,182.05,0.00,0.00
17460,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,high,146.29,102.77,35.74,0.00,0.00
17460,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,1184.12,831.90,289.29,0.00,0.00
17460,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,14038.61,6132.80,0.00,0.00,0.00
17460,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,6727.45,2938.90,0.00,0.00,0.00
17460,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,4947.26,4418.89,3602.30,2856.67,2173.13
17460,31-9,Medical Assistants,Healthcare Support,3600,high,1554.40,1388.39,1131.82,897.55,682.79
17460,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,high,151.35,105.25,33.62,0.00,0.00
17460,33-2,Firefighters,Protective Service,3700,high,144.11,100.22,32.01,0.00,0.00
17460,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,high,429.66,298.80,95.44,0.00,0.00
17460,33-9,Security Guards,Protective Service,3700,high,742.20,516.15,164.86,0.00,0.00
17460,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,high,334.72,209.38,16.12,0.00,0.00
17460,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,831.48,520.12,40.05,0.00,0.00
17460,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,1709.52,1069.36,82.35,0.00,0.00
17460,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,high,364.43,227.96,17.55,0.00,0.00
17460,43-1,First-Line Supervisors of Office and Administrative Support Workers,Office and Administrative Support,5000,high,215.57,0.00,0.00,0.00,0.00
17460,43-3,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support,5000,high,336.86,0.00,0.00,0.00,0.00
17460,43-4,Customer Service Representatives,Office and Administrative Support,5000,high,712.90,0.00,0.00,0.00,0.00
17460,43-5,"Shipping, Receiving, and Inventory Clerks",Office and Administrative Support,5000,high,319.32,0.00,0.00,0.00,0.00
17460,43-6,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,5000,high,455.57,0.00,0.00,0.00,0.00
17460,43-9,"Office Clerks, General",Office and Administrative Support,5000,high,408.85,0.00,0.00,0.00,0.00
17460,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,137.76,33.29,0.00,0.00,0.00
17460,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,high,97.09,23.46,0.00,0.00,0.00
17460,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,388.50,93.87,0.00,0.00,0.00
17460,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,737.27,178.14,0.00,0.00,0.00
17460,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,high,2083.03,1956.12,1758.99,1577.88,1410.88
17460,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,5429.06,5098.31,4584.51,4112.48,3677.21
17460,51-3,Bakers,Production,7700,high,2283.12,2144.02,1927.95,1729.45,1546.40
17460,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,4176.48,3922.04,3526.78,3163.66,2828.81
17460,51-6,Laundry and Dry-Cleaning Workers,Production,7700,high,1257.77,1181.14,1062.11,952.75,851.91
17460,51-8,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,7700,high,645.22,605.91,544.85,488.75,437.02
17460,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,7140.30,6705.29,6029.55,5408.73,4836.27
17460,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,high,525.95,456.62,349.00,250.24,159.26
17460,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,3595.69,3121.68,2385.98,1710.78,1088.79
17460,53-6,Parking Attendants,Transportation and Material Moving,9000,high,258.92,224.79,171.81,123.19,78.40
17460,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,6617.88,5745.45,4391.40,3148.69,2003.92
17660,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,435.63,346.92,214.18,97.64,0.00
17660,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,287.26,0.00,0.00,0.00,0.00
17660,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,105.48,0.00,0.00,0.00,0.00
17660,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,219.19,164.56,80.10,2.98,0.00
17660,39-9,Childcare Workers,Personal Care and Service,4300,high,297.13,112.06,0.00,0.00,0.00
17660,47-2,Construction Laborers,Construction and Extraction,6200,high,784.11,632.76,398.79,185.07,0.00
17780,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,high,1167.61,1138.65,1093.03,1050.42,1010.49
17780,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,2306.18,2119.84,1832.82,1571.79,1333.42
17780,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,1156.65,1063.19,919.24,788.32,668.77
17780,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,2023.56,1860.06,1608.21,1379.17,1170.01
17780,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,208.82,161.02,87.33,20.24,0.00
17780,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,465.30,358.81,194.60,45.10,0.00
17780,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,high,129.52,0.00,0.00,0.00,0.00
17780,39-9,Childcare Workers,Personal Care and Service,4300,high,194.27,0.00,0.00,0.00,0.00
17820,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,1090.43,822.02,399.31,4.47,0.00
17820,13-2,Accountants and Auditors,Business and Financial Operations,500,high,253.23,190.90,92.73,1.04,0.00
17820,15-1,Software Developers,Computer and Mathematical,1000,high,11389.06,10478.34,9081.78,7818.61,6671.07
17820,17-2,Mechanical Engineers,Architecture and Engineering,1300,high,1943.01,418.96,0.00,0.00,0.00
17820,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,high,425.59,91.77,0.00,0.00,0.00
17820,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,1832.20,1384.00,713.43,124.72,0.00
17820,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,339.50,267.78,157.30,56.81,0.00
17820,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,2257.93,1780.95,1046.16,377.86,0.00
17820,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,253.96,200.31,117.67,42.50,0.00
17820,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,880.35,694.38,407.89,147.33,0.00
17820,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,high,513.17,461.61,381.13,306.77,237.82
17820,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,high,527.44,474.45,391.73,315.30,244.43
17820,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,high,744.76,669.93,553.13,445.21,345.14
17820,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,high,295.71,266.00,219.62,176.77,137.04
17820,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,917.27,0.00,0.00,0.00,0.00
17820,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,400.53,0.00,0.00,0.00,0.00
17820,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,1036.06,844.82,549.23,279.31,31.85
17820,31-9,Medical Assistants,Healthcare Support,3600,high,653.21,532.64,346.28,176.10,20.08
17820,33-2,Firefighters,Protective Service,3700,high,223.30,190.62,139.83,93.15,50.09
17820,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,high,451.01,385.00,282.42,188.15,101.18
17820,33-9,Security Guards,Protective Service,3700,high,848.04,723.92,531.05,353.77,190.24
17820,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,high,622.67,528.22,382.20,248.84,126.54
17820,47-2,Construction Laborers,Construction and Extraction,6200,high,3031.64,2571.77,1860.86,1211.53,616.11
17820,47-4,Construction and Building Inspectors,Construction and Extraction,6200,high,246.58,209.18,151.36,98.54,50.11
17820,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,223.46,164.29,74.39,0.00,0.00
17820,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,644.42,473.79,214.53,0.00,0.00
17820,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,953.33,700.90,317.37,0.00,0.00
17900,11-1,General and Operations Managers,Management,10,high,20.79,0.00,0.00,0.00,0.00
17900,11-2,Marketing Managers,Management,10,high,5.69,0.00,0.00,0.00,0.00
17900,11-3,Financial Managers,Management,10,high,15.55,0.00,0.00,0.00,0.00
17900,11-9,"Managers, All Other",Management,10,high,20.21,0.00,0.00,0.00,0.00
17900,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,2080.49,1843.87,1471.22,1123.15,797.07
17900,13-2,Accountants and Auditors,Business and Financial Operations,500,high,712.57,631.52,503.89,384.68,273.00
17900,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,2646.66,2190.00,1506.81,907.05,377.51
17900,23-1,Lawyers,Legal,2100,high,904.54,856.21,780.10,709.00,642.39
17900,23-2,Paralegals and Legal Assistants,Legal,2100,high,657.39,622.26,566.95,515.28,466.87
17900,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,1105.05,978.60,783.81,606.64,444.85
17900,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,4325.34,3830.38,3067.93,2374.50,1741.22
