state_abbr,occ_group,occ_group_code,demand_scenario,w_current,w_equilibrium,pct_change,supply_eq,demand_eq
KS,"Life, Physical, and Social Science",1600,low,66945.18829916499,61479.62557126789,-2.485778972546688,4234.098011436558,4228.330282796856
KS,"Life, Physical, and Social Science",1600,mid,66946.30150583372,62825.7442951117,-0.3528836441340466,4259.346298585502,4253.419402297353
KS,Management,10,high,80333.52198604721,79985.61552202812,-0.5273229655521675,50822.10809557875,50821.89733015585
KS,Management,10,low,80333.81545183127,79673.04319631516,-0.9163504380957086,50951.48777468696,50951.1857337502
KS,Management,10,mid,80333.65750490021,79838.69979374691,-0.7101720718926402,50882.716510892235,50882.44822783213
KS,Office and Administrative Support,5000,high,35863.25616669187,35225.756921274995,-1.8306091094189962,54453.64845592562,54453.503628500795
KS,Office and Administrative Support,5000,low,35863.56495298415,35342.747181422565,-1.5052752887555498,54856.044899318236,54855.797376005445
KS,Office and Administrative Support,5000,mid,35863.40252100702,35281.59642099724,-1.6753241706076243,54643.11248852499,54642.90871357957
KS,Personal Care and Service,4300,high,22993.043615913484,22386.09227677205,-2.614911351665827,15229.725734756172,15229.674725896097
KS,Personal Care and Service,4300,low,22993.094758705975,22292.798232907553,-3.020938051187446,15269.930045098565,15269.835524172984
KS,Personal Care and Service,4300,mid,22993.06775151917,22342.174071849306,-2.80604892382313,15248.555697232803,15248.480305648896
KS,Production,7700,high,43283.07293727257,54786.4578693666,26.045451151932077,26609.263160155904,26610.761798765307
KS,Production,7700,low,43283.2837287103,54471.941398535586,25.32187504174781,26653.290275781594,26653.68681061642
KS,Production,7700,mid,43283.16864850183,54638.06737786671,25.7040891741298,26629.78150450519,26630.865299517154
KS,Protective Service,3700,high,50246.49506425802,49829.191708655744,-0.9232337116042135,7619.176318915715,7619.092073163274
KS,Protective Service,3700,low,50246.48899985549,49413.20473441557,-1.7503613919757761,7618.664558627188,7618.332345304792
KS,Protective Service,3700,mid,50246.492297464894,49633.10678025206,-1.3131188004956924,7618.89892278885,7618.66062812404
KS,Sales and Related,4700,high,47907.62031761144,46990.38995915195,-1.8848220925417598,38947.42698140684,38947.31365304024
KS,Sales and Related,4700,low,47907.699133665374,46996.63914165494,-1.8719006434077188,39152.13182832494,39151.94515561889
KS,Sales and Related,4700,mid,47907.65844216522,46993.48164578226,-1.8784280610868849,39043.45015719817,39043.294107274836
KS,Transportation and Material Moving,9000,high,42519.540001143374,38902.24927383919,-8.841627275404656,29393.620706217305,29393.381673570373
KS,Transportation and Material Moving,9000,low,42519.52570405737,38283.63234348349,-10.2912410599299,29222.19874957818,29221.242540625128
KS,Transportation and Material Moving,9000,mid,42519.531688580035,38610.33423497006,-9.5256650632031,29312.896255278112,29312.274541182007
KY,Architecture and Engineering,1300,high,81913.20054123792,83748.04620706844,2.239987759856603,11984.77619036641,11984.827452115278
KY,Architecture and Engineering,1300,low,81913.20054123792,83308.87647505917,1.7038473952908382,12017.82403961516,12017.848446251724
