state_abbr,soc_code,soc_title,occ_group,occ_group_code,supply_detailed,demand_detailed,current_wage_oes,pct_change_group,bls_growth_10yr
AK,11-1011,Chief Executives,Management,10,850.30,850.28,170710.00,-1.74,0.04
AK,11-1021,General and Operations Managers,Management,10,6031.13,6031.01,121930.00,-1.74,0.04
AK,11-2021,Marketing Managers,Management,10,314.22,314.22,119100.00,-1.74,0.07
AK,11-2022,Sales Managers,Management,10,1034.99,1034.97,98040.00,-1.74,0.05
AK,11-2032,Public Relations Managers,Management,10,327.61,327.60,106660.00,-1.74,0.05
AK,11-2033,Fundraising Managers,Management,10,144.54,144.53,94970.00,-1.74,0.04
AK,11-3012,Administrative Services Managers,Management,10,762.37,762.36,100840.00,-1.74,0.05
AK,11-3013,Facilities Managers,Management,10,683.96,683.94,107150.00,-1.74,0.04
AK,11-3021,Computer and Information Systems Managers,Management,10,979.39,979.37,131250.00,-1.74,0.15
AK,11-3031,Financial Managers,Management,10,2410.07,2410.02,125360.00,-1.74,0.15
AK,11-3051,Industrial Production Managers,Management,10,212.11,212.10,120130.00,-1.74,0.02
AK,11-3061,Purchasing Managers,Management,10,143.09,143.08,124250.00,-1.74,0.03
AK,11-3071,"Transportation, Storage, and Distribution Managers",Management,10,1085.27,1085.25,111140.00,-1.74,0.06
AK,11-3121,Human Resources Managers,Management,10,491.76,491.75,123870.00,-1.74,0.05
AK,11-3131,Training and Development Managers,Management,10,73.57,73.57,92430.00,-1.74,0.06
AK,11-9021,Construction Managers,Management,10,1471.23,1471.20,136400.00,-1.74,0.09
AK,11-9031,"Education and Childcare Administrators, Preschool and Daycare",Management,10,67.61,67.61,65990.00,-1.74,-0.03
AK,11-9032,"Education Administrators, Kindergarten through Secondary",Management,10,597.63,597.62,127630.00,-1.74,-0.02
AK,11-9033,"Education Administrators, Postsecondary",Management,10,88.22,88.22,106280.00,-1.74,0.02
AK,11-9039,"Education Administrators, All Other",Management,10,337.78,337.78,80730.00,-1.74,0.02
AK,11-9041,Architectural and Engineering Managers,Management,10,881.94,881.92,159450.00,-1.74,0.04
AK,11-9051,Food Service Managers,Management,10,553.56,553.55,83180.00,-1.74,0.06
AK,11-9072,"Entertainment and Recreation Managers, Except Gambling",Management,10,93.35,93.35,,-1.74,0.08
AK,11-9081,Lodging Managers,Management,10,125.62,125.62,72030.00,-1.74,0.03
AK,11-9111,Medical and Health Services Managers,Management,10,1688.10,1688.07,122780.00,-1.74,0.23
AK,11-9121,Natural Sciences Managers,Management,10,665.79,665.78,130740.00,-1.74,0.04
AK,11-9141,"Property, Real Estate, and Community Association Managers",Management,10,701.16,701.15,56380.00,-1.74,0.04
AK,11-9151,Social and Community Service Managers,Management,10,793.72,793.70,84140.00,-1.74,0.06
AK,11-9161,Emergency Management Directors,Management,10,125.10,125.10,83280.00,-1.74,0.03
AK,11-9199,"Managers, All Other",Management,10,1812.35,1812.32,128290.00,-1.74,0.04
AK,13-1020,Buyers and Purchasing Agents,Business and Financial Operations,500,693.34,691.54,78710.00,-19.86,0.06
AK,13-1031,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations,500,184.31,183.83,86490.00,-19.86,-0.05
AK,13-1041,Compliance Officers,Business and Financial Operations,500,574.86,573.38,84020.00,-19.86,0.03
AK,13-1051,Cost Estimators,Business and Financial Operations,500,151.19,150.80,67430.00,-19.86,-0.04
AK,13-1071,Human Resources Specialists,Business and Financial Operations,500,953.90,951.43,72350.00,-19.86,0.06
AK,13-1075,Labor Relations Specialists,Business and Financial Operations,500,109.26,108.98,115830.00,-19.86,0.00
AK,13-1081,Logisticians,Business and Financial Operations,500,354.25,353.33,93080.00,-19.86,0.17
AK,13-1082,Project Management Specialists,Business and Financial Operations,500,1307.73,1304.34,104040.00,-19.86,0.06
AK,13-1111,Management Analysts,Business and Financial Operations,500,330.20,329.35,104770.00,-19.86,0.09
AK,13-1121,"Meeting, Convention, and Event Planners",Business and Financial Operations,500,114.52,114.22,59200.00,-19.86,0.05
AK,13-1131,Fundraisers,Business and Financial Operations,500,126.64,126.31,64340.00,-19.86,0.04
AK,13-1141,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,500,89.51,89.27,76860.00,-19.86,0.05
AK,13-1151,Training and Development Specialists,Business and Financial Operations,500,376.51,375.54,72780.00,-19.86,0.11
AK,13-1161,Market Research Analysts and Marketing Specialists,Business and Financial Operations,500,310.85,310.04,65400.00,-19.86,0.07
AK,13-1199,"Business Operations Specialists, All Other",Business and Financial Operations,500,1600.68,1596.53,90780.00,-19.86,0.03
AK,13-2011,Accountants and Auditors,Business and Financial Operations,500,1727.10,1722.62,81680.00,-19.86,0.05
AK,13-2020,Property Appraisers and Assessors,Business and Financial Operations,500,113.36,113.06,81540.00,-19.86,0.04
AK,13-2031,Budget Analysts,Business and Financial Operations,500,171.98,171.54,92870.00,-19.86,0.01
AK,13-2051,Financial and Investment Analysts,Business and Financial Operations,500,141.18,140.82,102930.00,-19.86,0.06
AK,13-2052,Personal Financial Advisors,Business and Financial Operations,500,53.21,53.07,,-19.86,0.10
AK,13-2053,Insurance Underwriters,Business and Financial Operations,500,118.24,117.94,60950.00,-19.86,-0.03
AK,13-2061,Financial Examiners,Business and Financial Operations,500,71.98,71.79,85490.00,-19.86,0.19
AK,13-2072,Loan Officers,Business and Financial Operations,500,469.12,467.90,65160.00,-19.86,0.02
AK,13-2081,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,500,59.54,59.39,98220.00,-19.86,-0.02
AK,13-2099,"Financial Specialists, All Other",Business and Financial Operations,500,87.64,87.42,81950.00,-19.86,0.03
AK,15-1211,Computer Systems Analysts,Computer and Mathematical,1000,719.22,719.06,85970.00,-24.77,0.09
AK,15-1212,Information Security Analysts,Computer and Mathematical,1000,394.71,394.62,108030.00,-24.77,0.29
AK,15-1231,Computer Network Support Specialists,Computer and Mathematical,1000,168.43,168.39,86490.00,-24.77,0.02
AK,15-1232,Computer User Support Specialists,Computer and Mathematical,1000,1296.94,1296.66,60550.00,-24.77,-0.04
AK,15-1241,Computer Network Architects,Computer and Mathematical,1000,185.15,185.11,115120.00,-24.77,0.12
AK,15-1242,Database Administrators,Computer and Mathematical,1000,117.38,117.36,93400.00,-24.77,-0.01
AK,15-1244,Network and Computer Systems Administrators,Computer and Mathematical,1000,837.84,837.66,91200.00,-24.77,-0.04
AK,15-1251,Computer Programmers,Computer and Mathematical,1000,666.14,666.00,90260.00,-24.77,-0.06
AK,15-1252,Software Developers,Computer and Mathematical,1000,656.66,656.52,117100.00,-24.77,0.16
AK,15-1255,Web and Digital Interface Designers,Computer and Mathematical,1000,101.11,101.09,69190.00,-24.77,0.07
AK,15-1299,"Computer Occupations, All Other",Computer and Mathematical,1000,1277.76,1277.48,102230.00,-24.77,0.08
AK,15-2031,Operations Research Analysts,Computer and Mathematical,1000,114.83,114.81,100710.00,-24.77,0.21
AK,15-2051,Data Scientists,Computer and Mathematical,1000,410.09,410.00,86120.00,-24.77,0.34
AK,17-1011,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,125.94,125.94,106620.00,2.05,0.04
AK,17-1021,Cartographers and Photogrammetrists,Architecture and Engineering,1300,47.05,47.05,79220.00,2.05,0.07
AK,17-1022,Surveyors,Architecture and Engineering,1300,207.23,207.22,85520.00,2.05,0.04
AK,17-2011,Aerospace Engineers,Architecture and Engineering,1300,58.42,58.42,105260.00,2.05,0.06
AK,17-2051,Civil Engineers,Architecture and Engineering,1300,1204.02,1204.00,105830.00,2.05,0.05
AK,17-2061,Computer Hardware Engineers,Architecture and Engineering,1300,47.30,47.30,136080.00,2.05,0.07
AK,17-2071,Electrical Engineers,Architecture and Engineering,1300,342.43,342.42,105570.00,2.05,0.07
AK,17-2072,"Electronics Engineers, Except Computer",Architecture and Engineering,1300,292.49,292.48,101900.00,2.05,0.06
AK,17-2081,Environmental Engineers,Architecture and Engineering,1300,172.04,172.03,110800.00,2.05,0.04
AK,17-2112,Industrial Engineers,Architecture and Engineering,1300,158.99,158.99,166350.00,2.05,0.11
AK,17-2131,Materials Engineers,Architecture and Engineering,1300,34.93,34.93,81980.00,2.05,0.06
AK,17-2141,Mechanical Engineers,Architecture and Engineering,1300,480.72,480.71,129990.00,2.05,0.09
AK,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,1300,143.28,143.28,99420.00,2.05,0.00
AK,17-2171,Petroleum Engineers,Architecture and Engineering,1300,244.95,244.94,205380.00,2.05,0.01
AK,17-2199,"Engineers, All Other",Architecture and Engineering,1300,168.76,168.75,132370.00,2.05,0.02
AK,17-3011,Architectural and Civil Drafters,Architecture and Engineering,1300,114.80,114.80,103710.00,2.05,0.04
AK,17-3012,Electrical and Electronics Drafters,Architecture and Engineering,1300,83.27,83.27,96580.00,2.05,-0.06
AK,17-3013,Mechanical Drafters,Architecture and Engineering,1300,123.63,123.62,,2.05,-0.07
AK,17-3022,Civil Engineering Technologists and Technicians,Architecture and Engineering,1300,247.33,247.32,50790.00,2.05,0.02
AK,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Architecture and Engineering,1300,177.47,177.47,92560.00,2.05,0.01
AK,17-3026,Industrial Engineering Technologists and Technicians,Architecture and Engineering,1300,33.64,33.64,94110.00,2.05,0.02
AK,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Architecture and Engineering,1300,246.07,246.07,85380.00,2.05,0.01
AK,17-3031,Surveying and Mapping Technicians,Architecture and Engineering,1300,288.06,288.05,72300.00,2.05,0.05
AK,19-1023,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",1600,203.26,209.05,77850.00,150.00,0.02
AK,19-1029,"Biological Scientists, All Other","Life, Physical, and Social Science",1600,223.79,230.16,98220.00,150.00,0.01
AK,19-1031,Conservation Scientists,"Life, Physical, and Social Science",1600,217.87,224.08,72780.00,150.00,0.04
AK,19-1032,Foresters,"Life, Physical, and Social Science",1600,32.03,32.94,88500.00,150.00,0.01
AK,19-1042,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,34.30,35.28,99990.00,150.00,0.09
AK,19-2021,Atmospheric and Space Scientists,"Life, Physical, and Social Science",1600,127.64,131.27,101500.00,150.00,0.01
AK,19-2041,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",1600,406.65,418.24,86630.00,150.00,0.04
AK,19-2042,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",1600,207.13,213.03,104770.00,150.00,0.04
AK,19-2099,"Physical Scientists, All Other","Life, Physical, and Social Science",1600,116.49,119.81,120700.00,150.00,0.01
AK,19-3033,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,46.79,48.12,98690.00,150.00,0.11
AK,19-3034,School Psychologists,"Life, Physical, and Social Science",1600,84.82,87.24,82050.00,150.00,0.01
AK,19-3051,Urban and Regional Planners,"Life, Physical, and Social Science",1600,152.28,156.62,97700.00,150.00,0.03
AK,19-3091,Anthropologists and Archeologists,"Life, Physical, and Social Science",1600,66.02,67.90,101070.00,150.00,0.05
AK,19-3099,"Social Scientists and Related Workers, All Other","Life, Physical, and Social Science",1600,103.44,106.38,92870.00,150.00,-0.02
AK,19-4021,Biological Technicians,"Life, Physical, and Social Science",1600,185.19,190.46,55370.00,150.00,0.04
AK,19-4031,Chemical Technicians,"Life, Physical, and Social Science",1600,43.57,44.82,49090.00,150.00,0.04
AK,19-4042,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",1600,252.24,259.43,48100.00,150.00,0.04
AK,19-4071,Forest and Conservation Technicians,"Life, Physical, and Social Science",1600,91.64,94.25,49820.00,150.00,-0.03
AK,19-4099,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and Social Science",1600,119.94,123.36,71860.00,150.00,0.04
AK,19-5011,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,189.45,194.85,92870.00,150.00,0.13
AK,19-5012,Occupational Health and Safety Technicians,"Life, Physical, and Social Science",1600,102.74,105.66,89490.00,150.00,0.08
AK,21-1012,"Educational, Guidance, and Career Counselors and Advisors",Community and Social Service,2000,320.19,320.17,80110.00,9.82,0.04
AK,21-1013,Marriage and Family Therapists,Community and Social Service,2000,63.38,63.38,62210.00,9.82,0.13
AK,21-1015,Rehabilitation Counselors,Community and Social Service,2000,47.52,47.52,66670.00,9.82,0.01
AK,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",Community and Social Service,2000,733.20,733.16,79830.00,9.82,0.17
AK,21-1019,"Counselors, All Other",Community and Social Service,2000,73.86,73.85,39600.00,9.82,0.13
AK,21-1021,"Child, Family, and School Social Workers",Community and Social Service,2000,755.46,755.42,63040.00,9.82,0.03
AK,21-1022,Healthcare Social Workers,Community and Social Service,2000,181.69,181.68,78360.00,9.82,0.08
AK,21-1023,Mental Health and Substance Abuse Social Workers,Community and Social Service,2000,185.09,185.07,64940.00,9.82,0.10
AK,21-1029,"Social Workers, All Other",Community and Social Service,2000,194.60,194.59,64880.00,9.82,0.04
AK,21-1091,Health Education Specialists,Community and Social Service,2000,176.20,176.19,72780.00,9.82,0.04
AK,21-1093,Social and Human Service Assistants,Community and Social Service,2000,538.58,538.55,45200.00,9.82,0.06
AK,21-1094,Community Health Workers,Community and Social Service,2000,198.30,198.29,59780.00,9.82,0.11
AK,21-1099,"Community and Social Service Specialists, All Other",Community and Social Service,2000,196.08,196.06,50080.00,9.82,0.05
AK,21-2011,Clergy,Community and Social Service,2000,85.18,85.17,57140.00,9.82,0.01
AK,23-1011,Lawyers,Legal,2100,1542.31,1544.98,128530.00,18.85,0.04
AK,23-2011,Paralegals and Legal Assistants,Legal,2100,968.20,969.88,61010.00,18.85,0.00
AK,23-2093,"Title Examiners, Abstractors, and Searchers",Legal,2100,62.88,62.99,84680.00,18.85,0.02
AK,23-2099,"Legal Support Workers, All Other",Legal,2100,121.96,122.17,71990.00,18.85,-0.01
AK,25-1071,"Health Specialties Teachers, Postsecondary","Education, Training, and Library",2200,222.36,222.33,68290.00,-6.54,0.17
AK,25-1072,"Nursing Instructors and Teachers, Postsecondary","Education, Training, and Library",2200,201.12,201.09,84520.00,-6.54,0.17
AK,25-1194,"Career/Technical Education Teachers, Postsecondary","Education, Training, and Library",2200,346.92,346.87,66320.00,-6.54,0.01
AK,25-2011,"Preschool Teachers, Except Special Education","Education, Training, and Library",2200,646.11,646.00,34980.00,-6.54,0.04
AK,25-2021,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,2906.01,2905.54,76290.00,-6.54,-0.02
AK,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","Education, Training, and Library",2200,979.98,979.82,75980.00,-6.54,-0.02
AK,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","Education, Training, and Library",2200,1915.70,1915.39,76660.00,-6.54,-0.02
AK,25-2032,"Career/Technical Education Teachers, Secondary School","Education, Training, and Library",2200,169.17,169.14,75200.00,-6.54,-0.02
AK,25-2051,"Special Education Teachers, Preschool","Education, Training, and Library",2200,192.15,192.12,77370.00,-6.54,0.01
AK,25-2057,"Special Education Teachers, Middle School","Education, Training, and Library",2200,185.97,185.94,78100.00,-6.54,-0.02
AK,25-3021,Self-Enrichment Teachers,"Education, Training, and Library",2200,285.97,285.92,42010.00,-6.54,0.04
AK,25-3041,Tutors,"Education, Training, and Library",2200,416.10,416.03,38850.00,-6.54,0.01
AK,25-3099,"Teachers and Instructors, All Other","Education, Training, and Library",2200,172.00,171.97,69990.00,-6.54,-0.00
AK,25-4022,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,297.92,297.87,79030.00,-6.54,0.02
AK,25-4031,Library Technicians,"Education, Training, and Library",2200,160.49,160.47,39590.00,-6.54,-0.07
AK,25-9031,Instructional Coordinators,"Education, Training, and Library",2200,348.96,348.91,72500.00,-6.54,0.01
AK,25-9045,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,2546.67,2546.26,29540.00,-6.54,-0.01
AK,25-9099,"Educational Instruction and Library Workers, All Other","Education, Training, and Library",2200,174.94,174.92,50010.00,-6.54,0.02
AK,27-1023,Floral Designers,"Arts, Design, Entertainment, Sports, Media",2600,68.71,68.66,47960.00,-16.03,-0.06
AK,27-1024,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,248.62,248.42,57700.00,-16.03,0.02
AK,27-1026,Merchandise Displayers and Window Trimmers,"Arts, Design, Entertainment, Sports, Media",2600,1257.22,1256.21,44410.00,-16.03,0.03
AK,27-2012,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,153.27,153.15,56800.00,-16.03,0.05
AK,27-2022,Coaches and Scouts,"Arts, Design, Entertainment, Sports, Media",2600,647.47,646.95,36230.00,-16.03,0.06
AK,27-3023,"News Analysts, Reporters, and Journalists","Arts, Design, Entertainment, Sports, Media",2600,140.47,140.35,49370.00,-16.03,-0.04
AK,27-3031,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,1046.05,1045.22,72240.00,-16.03,0.05
AK,27-3042,Technical Writers,"Arts, Design, Entertainment, Sports, Media",2600,122.83,122.73,83560.00,-16.03,0.01
AK,27-3091,Interpreters and Translators,"Arts, Design, Entertainment, Sports, Media",2600,123.85,123.75,58470.00,-16.03,0.02
AK,27-4011,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,176.17,176.03,48060.00,-16.03,0.03
AK,27-4021,Photographers,"Arts, Design, Entertainment, Sports, Media",2600,99.20,99.12,37610.00,-16.03,0.02
AK,29-1011,Chiropractors,Healthcare Practitioners and Technical,3000,71.34,71.34,95270.00,2.92,0.09
AK,29-1021,"Dentists, General",Healthcare Practitioners and Technical,3000,158.43,158.42,233910.00,2.92,0.04
AK,29-1031,Dietitians and Nutritionists,Healthcare Practitioners and Technical,3000,80.23,80.23,81010.00,2.92,0.06
AK,29-1041,Optometrists,Healthcare Practitioners and Technical,3000,46.91,46.91,162980.00,2.92,0.08
AK,29-1051,Pharmacists,Healthcare Practitioners and Technical,3000,352.27,352.26,163200.00,2.92,0.05
AK,29-1071,Physician Assistants,Healthcare Practitioners and Technical,3000,601.43,601.42,136960.00,2.92,0.20
AK,29-1122,Occupational Therapists,Healthcare Practitioners and Technical,3000,284.39,284.39,100120.00,2.92,0.14
AK,29-1123,Physical Therapists,Healthcare Practitioners and Technical,3000,470.01,470.00,108640.00,2.92,0.11
AK,29-1126,Respiratory Therapists,Healthcare Practitioners and Technical,3000,133.89,133.89,100170.00,2.92,0.12
AK,29-1127,Speech-Language Pathologists,Healthcare Practitioners and Technical,3000,262.36,262.35,100180.00,2.92,0.15
AK,29-1129,"Therapists, All Other",Healthcare Practitioners and Technical,3000,36.31,36.31,107070.00,2.92,0.11
AK,29-1131,Veterinarians,Healthcare Practitioners and Technical,3000,119.08,119.08,164220.00,2.92,0.10
AK,29-1141,Registered Nurses,Healthcare Practitioners and Technical,3000,5208.17,5208.07,110690.00,2.92,0.05
AK,29-1161,Nurse Midwives,Healthcare Practitioners and Technical,3000,60.01,60.00,130030.00,2.92,0.10
AK,29-1171,Nurse Practitioners,Healthcare Practitioners and Technical,3000,532.63,532.62,145140.00,2.92,0.40
AK,29-1215,Family Medicine Physicians,Healthcare Practitioners and Technical,3000,312.33,312.32,,2.92,0.03
AK,29-1217,Neurologists,Healthcare Practitioners and Technical,3000,57.59,57.59,,2.92,0.06
AK,29-1218,Obstetricians and Gynecologists,Healthcare Practitioners and Technical,3000,43.86,43.86,,2.92,0.01
AK,29-1221,"Pediatricians, General",Healthcare Practitioners and Technical,3000,43.83,43.83,,2.92,0.01
AK,29-1229,"Physicians, All Other",Healthcare Practitioners and Technical,3000,300.74,300.73,,2.92,0.03
AK,29-1291,Acupuncturists,Healthcare Practitioners and Technical,3000,34.94,34.94,65400.00,2.92,0.07
AK,29-1292,Dental Hygienists,Healthcare Practitioners and Technical,3000,534.94,534.93,129780.00,2.92,0.07
AK,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",Healthcare Practitioners and Technical,3000,111.01,111.01,58150.00,2.92,0.02
AK,29-2010,Clinical Laboratory Technologists and Technicians,Healthcare Practitioners and Technical,3000,408.85,408.84,76130.00,2.92,0.02
AK,29-2031,Cardiovascular Technologists and Technicians,Healthcare Practitioners and Technical,3000,78.28,78.28,118510.00,2.92,0.03
AK,29-2032,Diagnostic Medical Sonographers,Healthcare Practitioners and Technical,3000,233.26,233.25,103160.00,2.92,0.13
AK,29-2034,Radiologic Technologists and Technicians,Healthcare Practitioners and Technical,3000,249.29,249.28,82120.00,2.92,0.04
AK,29-2035,Magnetic Resonance Imaging Technologists,Healthcare Practitioners and Technical,3000,58.14,58.14,104140.00,2.92,0.07
AK,29-2042,Emergency Medical Technicians,Healthcare Practitioners and Technical,3000,148.41,148.41,52140.00,2.92,0.05
AK,29-2043,Paramedics,Healthcare Practitioners and Technical,3000,182.53,182.52,63330.00,2.92,0.05
AK,29-2052,Pharmacy Technicians,Healthcare Practitioners and Technical,3000,601.12,601.10,50440.00,2.92,0.06
AK,29-2053,Psychiatric Technicians,Healthcare Practitioners and Technical,3000,364.83,364.82,49840.00,2.92,0.20
AK,29-2055,Surgical Technologists,Healthcare Practitioners and Technical,3000,215.71,215.70,81700.00,2.92,0.04
AK,29-2056,Veterinary Technologists and Technicians,Healthcare Practitioners and Technical,3000,296.30,296.29,48960.00,2.92,0.09
AK,29-2061,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,189.54,189.54,78060.00,2.92,0.03
AK,29-2072,Medical Records Specialists,Healthcare Practitioners and Technical,3000,837.64,837.63,59120.00,2.92,0.07
AK,29-2081,"Opticians, Dispensing",Healthcare Practitioners and Technical,3000,67.06,67.06,57950.00,2.92,0.03
AK,29-2099,"Health Technologists and Technicians, All Other",Healthcare Practitioners and Technical,3000,491.46,491.45,52120.00,2.92,0.05
AK,29-9021,Health Information Technologists and Medical Registrars,Healthcare Practitioners and Technical,3000,74.83,74.83,58620.00,2.92,0.15
AK,29-9093,Surgical Assistants,Healthcare Practitioners and Technical,3000,34.27,34.27,42290.00,2.92,0.05
AK,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Healthcare Practitioners and Technical,3000,112.29,112.29,72030.00,2.92,0.03
AK,31-1120,Home Health and Personal Care Aides,Healthcare Support,3600,2938.09,2937.25,37700.00,-9.35,0.17
AK,31-1131,Nursing Assistants,Healthcare Support,3600,533.89,533.73,45550.00,-9.35,0.02
AK,31-1132,Orderlies,Healthcare Support,3600,36.37,36.36,40610.00,-9.35,0.03
AK,31-1133,Psychiatric Aides,Healthcare Support,3600,110.88,110.85,46950.00,-9.35,-0.01
AK,31-2011,Occupational Therapy Assistants,Healthcare Support,3600,28.00,27.99,47250.00,-9.35,0.19
AK,31-2021,Physical Therapist Assistants,Healthcare Support,3600,57.24,57.23,76310.00,-9.35,0.22
AK,31-2022,Physical Therapist Aides,Healthcare Support,3600,54.30,54.29,35920.00,-9.35,0.03
AK,31-9011,Massage Therapists,Healthcare Support,3600,291.15,291.06,,-9.35,0.15
AK,31-9091,Dental Assistants,Healthcare Support,3600,361.99,361.89,56180.00,-9.35,0.06
AK,31-9092,Medical Assistants,Healthcare Support,3600,1042.56,1042.27,52520.00,-9.35,0.12
AK,31-9093,Medical Equipment Preparers,Healthcare Support,3600,83.94,83.92,53300.00,-9.35,0.10
AK,31-9094,Medical Transcriptionists,Healthcare Support,3600,33.52,33.51,31940.00,-9.35,-0.05
AK,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare Support,3600,57.41,57.40,39020.00,-9.35,0.09
AK,31-9097,Phlebotomists,Healthcare Support,3600,55.75,55.73,46110.00,-9.35,0.06
AK,31-9099,"Healthcare Support Workers, All Other",Healthcare Support,3600,36.42,36.41,63810.00,-9.35,0.03
AK,33-1012,First-Line Supervisors of Police and Detectives,Protective Service,3700,174.50,174.44,143520.00,-2.44,0.03
AK,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,Protective Service,3700,271.08,270.98,96610.00,-2.44,0.03
AK,33-1091,First-Line Supervisors of Security Workers,Protective Service,3700,126.64,126.59,65640.00,-2.44,0.03
AK,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",Protective Service,3700,93.82,93.79,84680.00,-2.44,0.01
AK,33-2011,Firefighters,Protective Service,3700,765.59,765.32,63360.00,-2.44,0.03
AK,33-3021,Detectives and Criminal Investigators,Protective Service,3700,137.86,137.81,124400.00,-2.44,-0.01
AK,33-3051,Police and Sheriff's Patrol Officers,Protective Service,3700,906.74,906.42,110180.00,-2.44,0.03
AK,33-9021,Private Detectives and Investigators,Protective Service,3700,81.71,81.68,58880.00,-2.44,0.06
AK,33-9032,Security Guards,Protective Service,3700,1734.12,1733.52,48260.00,-2.44,0.00
AK,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Protective Service,3700,277.41,277.32,25930.00,-2.44,0.06
AK,33-9093,Transportation Security Screeners,Protective Service,3700,318.97,318.86,67720.00,-2.44,-0.06
AK,33-9094,School Bus Monitors,Protective Service,3700,105.08,105.05,35950.00,-2.44,-0.03
AK,33-9099,"Protective Service Workers, All Other",Protective Service,3700,63.23,63.21,55370.00,-2.44,0.02
AK,35-1011,Chefs and Head Cooks,Food Preparation and Serving,4000,267.64,267.56,52420.00,-20.53,0.07
AK,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,940.46,940.20,46400.00,-20.53,0.06
AK,35-2011,"Cooks, Fast Food",Food Preparation and Serving,4000,1086.39,1086.09,35820.00,-20.53,-0.13
AK,35-2012,"Cooks, Institution and Cafeteria",Food Preparation and Serving,4000,426.94,426.82,46750.00,-20.53,0.02
AK,35-2014,"Cooks, Restaurant",Food Preparation and Serving,4000,1047.70,1047.41,39140.00,-20.53,0.15
AK,35-2021,Food Preparation Workers,Food Preparation and Serving,4000,905.06,904.81,36480.00,-20.53,-0.03
AK,35-3011,Bartenders,Food Preparation and Serving,4000,767.62,767.41,31270.00,-20.53,0.06
AK,35-3023,Fast Food and Counter Workers,Food Preparation and Serving,4000,2015.94,2015.38,34860.00,-20.53,0.06
AK,35-3031,Waiters and Waitresses,Food Preparation and Serving,4000,1482.79,1482.38,29280.00,-20.53,-0.01
AK,35-3041,"Food Servers, Nonrestaurant",Food Preparation and Serving,4000,128.60,128.57,30820.00,-20.53,0.03
AK,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,139.46,139.42,29770.00,-20.53,0.06
AK,35-9021,Dishwashers,Food Preparation and Serving,4000,494.49,494.35,34050.00,-20.53,0.00
AK,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation and Serving,4000,350.81,350.71,37360.00,-20.53,-0.01
AK,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,4200,287.44,287.44,52220.00,-0.73,0.02
AK,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,4200,150.44,150.43,75810.00,-0.73,0.02
AK,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,3664.30,3664.20,38810.00,-0.73,0.02
AK,37-2012,Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance,4200,1449.37,1449.33,37150.00,-0.73,0.00
AK,37-2021,Pest Control Workers,Building and Grounds Cleaning and Maintenance,4200,42.08,42.08,43140.00,-0.73,0.05
AK,37-3011,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,4200,871.74,871.72,45610.00,-0.73,0.04
