met2013,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
10580,"Education, Training, and Library",2200,low,7046.777703748288,5992.22377978843,4367.7831984147015,2890.4418885621963,1541.3033458290663
10580,"Education, Training, and Library",2200,mid,8359.979057045937,7264.411796742737,5576.812244426586,4042.051734932098,2640.4951687122775
10580,"Farming, Fishing, and Forestry",6000,high,532.4600020816675,481.1669329941724,403.1914316882488,333.4005278273569,270.63182946414815
10580,"Farming, Fishing, and Forestry",6000,low,536.5622996632034,485.1000992758846,406.86762431196246,336.84687346127293,273.87159019833666
10580,"Farming, Fishing, and Forestry",6000,mid,534.3985776577214,483.02558413752286,404.9286477462152,335.0291277374706,272.1628059247113
10580,Food Preparation and Serving,4000,high,615.6520163215318,114.64621292209632,0.0,0.0,0.0
10580,Food Preparation and Serving,4000,mid,157.1631601668414,0.0,0.0,0.0,0.0
10580,Healthcare Practitioners and Technical,3000,high,6210.531224339695,759.6304127562471,0.0,0.0,0.0
10580,Healthcare Practitioners and Technical,3000,low,3605.4290725351566,0.0,0.0,0.0,0.0
10580,Healthcare Practitioners and Technical,3000,mid,4979.46806906223,0.0,0.0,0.0,0.0
10580,Healthcare Support,3600,high,3201.2550874413764,2888.036494850232,2403.974622856267,1962.0064549118797,1556.8679686596945
10580,Healthcare Support,3600,low,2224.4980918556003,1939.491611043919,1499.0120903380048,1096.816443044749,728.1185212655882
10580,Healthcare Support,3600,mid,2739.6802704645243,2439.793550990222,1976.326889381351,1553.1535639855392,1165.2353760810338
10580,"Installation, Maintenance, and Repair",7000,high,1210.1679428526932,746.683563465449,42.46574061599131,0.0,0.0
10580,"Installation, Maintenance, and Repair",7000,low,878.036269380922,428.4545474816314,0.0,0.0,0.0
10580,"Installation, Maintenance, and Repair",7000,mid,1053.216298699881,596.3017382281851,0.0,0.0,0.0
10580,Legal,2100,high,1375.9158878650996,1276.7521525537825,1120.576625666703,974.690899791387,838.0121073091632
10580,Legal,2100,low,1151.8443724615854,1055.9048558260763,904.8069570266724,763.6640008351851,631.4283775215945
